"Code","Transport","Longitude","Latitude","Station","District.Name","Neighborhood.Name"
"K001","Underground",2.11727,41.368154,"METRO (L1) - TORRASSA-","",""
"K001","Underground",2.16833,41.389533,"METRO (L2) - PASSEIG DE GRÀCIA-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.182167,41.407271,"METRO (L2) - ENCANTS (C. del Dos de Maig)-","Sant Martí","el Camp de l'Arpa del Clot"
"K001","Underground",2.194356,41.448967,"METRO (L1) - TRINITAT VELLA (Parc de la Trinitat)-","Sant Andreu","la Trinitat Vella"
"K001","Underground",2.190709,41.444183,"METRO (L1) - TORRAS I BAGES (Pg. de Torras i Bages)-","Sant Andreu","Sant Andreu"
"K001","Underground",2.110588,41.350397,"METRO (L1) - BELLVITGE-","",""
"K001","Underground",2.200227,41.450043,"METRO (L1) - BARÓ DE VIVER-","Sant Andreu","la Trinitat Vella"
"K001","Underground",2.103422,41.357794,"FGC (L8) - L'HOSPITALET:AV. CARRILET-","",""
"K001","Underground",2.144554,41.430627,"METRO (L3) - MONTBAU (Jardins de Pedro Muñoz Seca)-","Horta-Guinardó","Montbau"
"K001","Underground",2.140751,41.417963,"METRO (L3) - PENITENTS-","Gràcia","Vallcarca i els Penitents"
"K002","Railway (FGC)",2.139358,41.368228,"FGC - MAGÒRIA-LA CAMPANA-","Sants-Montjuïc","la Bordeta"
"K002","Railway (FGC)",2.142961,41.40344,"FGC - PADUA-","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K011","Tram",2.13165,41.415969,"TRAMVIA BLAU - PL. DR. ANDREU-","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K001","Underground",2.187294,41.416721,"METRO (L1) - NAVAS (Av. Meridiana)-","Sant Andreu","Navas"
"K001","Underground",2.154456,41.379149,"METRO (L1) - ROCAFORT-","Eixample","la Nova Esquerra de l'Eixample"
"K002","Railway (FGC)",2.148628,41.374547,"FGC - ESPANYA-","Sants-Montjuïc","el Poble-sec"
"K008","Maritime station",2.183239,41.375761,"Terminal Marítima Maremàgnum *Creuers","Ciutat Vella","el Barri Gòtic"
"K011","Tram",2.209361,41.41994,"TRAMVIA (T5, T6) - BESÒS-","Sant Martí","el Besòs i el Maresme"
"K011","Tram",2.198381,41.406205,"TRAMVIA (T4) - PERE IV-","Sant Martí","Provençals del Poblenou"
"K003","RENFE",2.179942,41.470873,"RENFE - MONTCADA BIFURCACIÓ-","",""
"K002","Railway (FGC)",2.139529,41.405442,"FGC - EL PUTXET-","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K001","Underground",2.167775,41.389664,"METRO (L4) - PASSEIG DE GRÀCIA (Pg. de Gràcia)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.17985,41.459409,"METRO (L11) - TORRE BARÓ - VALLBONA-","Nou Barris","Torre Baró"
"K001","Underground",2.170687,41.387914,"METRO (L1) - CATALUNYA (Rda. de Sant Pere)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.164719,41.385814,"METRO (L1) - UNIVERSITAT (C. de Pelai)-","Ciutat Vella","el Raval"
"K001","Underground",2.186554,41.4101,"METRO (L2) - CLOT-","Sant Martí","el Camp de l'Arpa del Clot"
"K001","Underground",2.139739,41.379602,"METRO (L5) - SANTS ESTACIÓ (Pg. de Sant Antoni)-","Sants-Montjuïc","Sants"
"K001","Underground",2.167646,41.386095,"FGC (L6,L7) - CATALUNYA (C. de Bergara)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.192791,41.395438,"METRO (L4) - BOGATELL (C. de Pujades)-","Sant Martí","el Parc i la Llacuna del Poblenou"
"K001","Underground",2.17214,41.46292,"METRO (L11) - CAN CUIÀS (C. Tapissers - Montcada)-","",""
"K001","Underground",2.182218,41.393228,"METRO (L1) - ARC DE TRIOMF (C. de Nàpols)-","Eixample","el Fort Pienc"
"K001","Underground",2.138493,41.375542,"METRO (L1) - PLAÇA DE SANTS-","Sants-Montjuïc","Sants"
"K001","Underground",2.191104,41.437806,"METRO (L1) - SANT ANDREU (C. de Joan Torres)-","Sant Andreu","Sant Andreu"
"K001","Underground",2.110875,41.368376,"METRO (L1) - FLORIDA-","",""
"K001","Underground",2.166078,41.442024,"METRO (L3) - CANYELLES-","Nou Barris","Canyelles"
"K001","Underground",2.152798,41.402597,"METRO (L3) - FONTANA (C. Gran de Gràcia)-","Gràcia","la Vila de Gràcia"
"K001","Underground",2.152815,41.402297,"METRO (L3) - FONTANA-","Gràcia","la Vila de Gràcia"
"K001","Underground",2.167579,41.375091,"METRO (L2) - PARAL·LEL-","Eixample","Sant Antoni"
"K001","Underground",2.167762,41.389284,"METRO (L2) - PASSEIG DE GRÀCIA (Gv. Corts Catalanes)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.190747,41.437324,"METRO (L1) - SANT ANDREU-","Sant Andreu","Sant Andreu"
"K001","Underground",2.174875,41.429732,"METRO (L5) - VIRREI AMAT-","Nou Barris","Vilapicina i la Torre Llobeta"
"K001","Underground",2.173076,41.403762,"METRO (L5) - SAGRADA FAMÍLIA (C. de Sardenya)-","Eixample","la Sagrada Família"
"K011","Tram",2.07622,41.371003,"TRAMVIA (T2) - SANT MARTÍ DE L'ERM (Baixador)-","",""
"K001","Underground",2.174231,41.404606,"METRO (L5) - SAGRADA FAMÍLIA (C. de la Marina)-","Eixample","la Sagrada Família"
"K011","Tram",2.112031,41.376647,"TRAMVIA (T1,T2,T3) - SANT RAMON-","Les Corts","la Maternitat i Sant Ramon"
"K011","Tram",2.186836,41.401681,"TRAMVIA (T4, T5, T6) - GLÒRIES-","Eixample","el Fort Pienc"
"K003","RENFE",2.140341,41.379074,"RENFE - SANTS ESTACIÓ-","Sants-Montjuïc","Sants"
"K001","Underground",2.175017,41.446909,"METRO (L3) - ROQUETES (Vidal i Guasch)-","Nou Barris","les Roquetes"
"K001","Underground",2.126135,41.388261,"METRO (L3) - MARIA CRISTINA (Av. Diagonal)-","Les Corts","Pedralbes"
"K001","Underground",2.111621,41.384639,"METRO (L3) - ZONA UNIVERSITÀRIA (Av. Diagonal)-","Les Corts","Pedralbes"
"K001","Underground",2.1104,41.384138,"METRO (L3) - ZONA UNIVERSITÀRIA-","Les Corts","Pedralbes"
"K001","Underground",2.238365,41.44515,"METRO (L2) - PEP VENTURA-","",""
"K001","Underground",2.234255,41.441113,"METRO (L2) - GORG-","",""
"K001","Underground",2.15029,41.388226,"METRO (L5) - HOSPITAL CLÍNIC (C. del Comte d'Urgell)-","Eixample","la Nova Esquerra de l'Eixample"
"K001","Underground",2.171406,41.39526,"METRO (L4) - GIRONA-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.185811,41.382237,"METRO (L4) - BARCELONETA (Pl. de Pau Vila)-","Ciutat Vella","la Barceloneta"
"K001","Underground",2.162763,41.406051,"METRO (L4) - JOANIC (C. de l'Escorial)-","Gràcia","el Camp d'en Grassot i Gràcia Nova"
"K001","Underground",2.173507,41.380969,"METRO (L3) - LICEU (Pla de la Boqueria)-","Ciutat Vella","el Barri Gòtic"
"K004","Airport train",2.140341,41.379074,"Tren AEROPORT - SANTS ESTACIÓ-","Sants-Montjuïc","Sants"
"K004","Airport train",2.09108,41.331201,"Tren AEROPORT - PRAT DE LLOBREGAT-","",""
"K004","Airport train",2.073913,41.304419,"Tren AEROPORT- AEROPORT-","",""
"K003","RENFE",2.180357,41.46161,"RENFE - TORRE BARÓ-","Nou Barris","Torre Baró"
"K003","RENFE",2.169552,41.388029,"RENFE - CATALUNYA-","Eixample","la Dreta de l'Eixample"
"K003","RENFE",2.180575,41.391875,"RENFE - ARC DE TRIOMF-","Eixample","el Fort Pienc"
"K003","RENFE",2.073913,41.304419,"RENFE - AEROPORT-","",""
"K001","Underground",2.215632,41.415468,"METRO (L4) - BESÒS MAR (C. d'Alfons el Magnànim)-","Sant Martí","el Besòs i el Maresme"
"K011","Tram",2.068805,41.356785,"TRAMVIA (T1,T2) - CORNELLÀ CENTRE-","",""
"K001","Underground",2.102666,41.359299,"METRO (L1) - AVINGUDA CARRILET-","",""
"K001","Underground",2.187344,41.408643,"METRO (L1) - CLOT (Aragó-Meridiana)-","Sant Martí","el Clot"
"K001","Underground",2.16457,41.392896,"METRO (L3) - PASSEIG DE GRÀCIA-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.108251,41.37406,"METRO (L5) - PUBILLA CASES-","",""
"K001","Underground",2.172613,41.388771,"METRO (L4) - URQUINAONA (Pl. d'Urquinaona)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.166884,41.412047,"METRO (L4) - ALFONS X (C. de Lepant)-","Horta-Guinardó","el Baix Guinardó"
"K001","Underground",2.148073,41.423133,"METRO (L5) - EL COLL / LA TEIXONERA (Pl. de Sant Crispí)-","Horta-Guinardó","la Teixonera"
"K001","Underground",2.209959,41.408155,"METRO (L4) - SELVA DE MAR-","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou"
"K001","Underground",2.180938,41.414999,"METRO (L5) - CAMP DE L'ARPA-","Sant Martí","el Camp de l'Arpa del Clot"
"K001","Underground",2.099238,41.371318,"METRO (L5) - CAN VIDALET-","",""
"K001","Underground",2.217243,41.441476,"METRO (L10) - LLEFIÀ-","",""
"K001","Underground",2.139358,41.368228,"FGC (L8) - MAGÒRIA-LA CAMPANA-","Sants-Montjuïc","la Bordeta"
"K001","Underground",2.111765,41.350916,"METRO (L1) - BELLVITGE-","",""
"K001","Underground",2.068427,41.351845,"FGC (L8) - CORNELLÀ:RIERA-","",""
"K001","Underground",2.11168,41.361271,"FGC (L8) - SANT JOSEP-","",""
"K001","Underground",2.233988,41.44129,"METRO (L2) - GORG-","",""
"K002","Railway (FGC)",2.157649,41.393362,"FGC - PROVENÇA (C. del Rossellò)-","Eixample","la Dreta de l'Eixample"
"K002","Railway (FGC)",2.11168,41.361271,"FGC - SANT JOSEP-","",""
"K002","Railway (FGC)",2.143265,41.403133,"FGC - PADUA-","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K002","Railway (FGC)",2.103422,41.357794,"FGC - L'HOSPITALET-AV. CARRILET-","",""
"K002","Railway (FGC)",2.143251,41.398645,"FGC - MUNTANER-","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K002","Railway (FGC)",2.167646,41.386095,"FGC - CATALUNYA (C. de Bergara)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.106694,41.344339,"METRO (L1) - HOSPITAL DE BELLVITGE-","",""
"K001","Underground",2.207161,41.451444,"METRO (L1) - SANTA COLOMA-","",""
"K001","Underground",2.184196,41.428993,"METRO (L1) - FABRA I PUIG (C. de Concepción Arenal)-","Sant Andreu","Sant Andreu"
"K001","Underground",2.187198,41.422492,"METRO (L1) - LA SAGRERA-","Sant Andreu","la Sagrera"
"K002","Railway (FGC)",2.091563,41.427474,"FGC - LES PLANES-","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K002","Railway (FGC)",2.130075,41.398154,"FGC - LES TRES TORRES<center>-","Sarrià-Sant Gervasi","les Tres Torres"
"K002","Railway (FGC)",2.09734,41.419668,"FGC - BAIXADOR DE VALLVIDRERA-","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K011","Tram",2.136863,41.410697,"TRAMVIA BLAU - AV. TIBIDABO (Pl. John Kennedy-Mas Yebra)-","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K001","Underground",2.17722,41.424489,"METRO (L4,L5) - MARAGALL (Pg. de Maragall)-","Sant Andreu","el Congrés i els Indians"
"K002","Railway (FGC)",2.168784,41.385795,"FGC - CATALUNYA-","Eixample","la Dreta de l'Eixample"
"K008","Maritime station",2.179963,41.360193,"Terminal Marítima C *Creuers","Sants-Montjuïc","la Marina del Prat Vermell"
"K001","Underground",2.244209,41.449132,"METRO (L2) - BADALONA - POMPEU FABRA-","",""
"K001","Underground",2.158326,41.392331,"FGC (L6,L7) - PROVENÇA (C. de Provença)-","Eixample","l'Antiga Esquerra de l'Eixample"
"K001","Underground",2.200095,41.418604,"METRO (L2) - SANT MARTÍ (Rambla Guipúscoa)-","Sant Martí","Sant Martí de Provençals"
"K001","Underground",2.176475,41.425869,"METRO (L5) - MARAGALL-","Nou Barris","Vilapicina i la Torre Llobeta"
"K001","Underground",2.186497,41.420554,"METRO (L5,L9,L10) - LA SAGRERA (C. Felipe II)-","Sant Andreu","Navas"
"K001","Underground",2.147573,41.401403,"FGC (L7) - PLAÇA MOLINA-","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K001","Underground",2.142547,41.425262,"METRO (L3) - VALL D'HEBRON-","Horta-Guinardó","Montbau"
"K001","Underground",2.144798,41.411753,"METRO (L3) - VALLCARCA (Av. de l'Hospital Militar)-","Gràcia","Vallcarca i els Penitents"
"K001","Underground",2.191499,41.395301,"METRO (L4) - BOGATELL-","Sant Martí","el Parc i la Llacuna del Poblenou"
"K002","Railway (FGC)",2.139256,41.406043,"FGC - EL PUTXET-","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K001","Underground",2.1759,41.425733,"METRO (L5) - MARAGALL (Pg.de Maragall)-","Nou Barris","Vilapicina i la Torre Llobeta"
"K001","Underground",2.176285,41.376817,"METRO (L3) - DRASSANES-","Ciutat Vella","el Raval"
"K001","Underground",2.175562,41.403847,"METRO (L2) - SAGRADA FAMÍLIA (Pl. de Gaudí)-","Eixample","la Sagrada Família"
"K001","Underground",2.138845,41.375468,"METRO (L1) - PLAÇA DE SANTS (C. de Sants)-","Sants-Montjuïc","Sants"
"K001","Underground",2.100304,41.364232,"METRO (L1) - RAMBLA JUST OLIVERAS-","",""
"K001","Underground",2.135849,41.375429,"METRO (L5) - PLAÇA DE SANTS (C. de Sants)-","Sants-Montjuïc","Sants"
"K001","Underground",2.175568,41.429214,"METRO (L5) - VIRREI AMAT (C. de Felip II)-","Nou Barris","Vilapicina i la Torre Llobeta"
"K001","Underground",2.15916,41.394887,"METRO (L5) - DIAGONAL-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.147016,41.401372,"FGC (L6) - SANT GERVASI-","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K001","Underground",2.125112,41.39896,"FGC (L6) - SARRIÀ-","Sarrià-Sant Gervasi","les Tres Torres"
"K001","Underground",2.19855,41.457253,"METRO (L9) - CAN ZAM-","",""
"K001","Underground",2.169597,41.388111,"METRO (L1) - CATALUNYA (Pg. de Gràcia)-","Eixample","la Dreta de l'Eixample"
"K011","Tram",2.114498,41.384459,"TRAMVIA (T1,T2,T3) - ZONA UNIVERSITÀRIA-","Les Corts","la Maternitat i Sant Ramon"
"K011","Tram",2.067057,41.379733,"TRAMVIA (T3) - WALDEN-","",""
"K011","Tram",2.222906,41.415244,"TRAMVIA (T4) - CAN LLIMA-","",""
"K011","Tram",2.19139,41.40443,"TRAMVIA (T4) - CA L'ARANYÓ-","Sant Martí","el Parc i la Llacuna del Poblenou"
"K009","Funicular",2.168493,41.374747,"Funicular MONTJUÏC - inferior-","Sants-Montjuïc","el Poble-sec"
"K001","Underground",2.176252,41.447394,"METRO (L3) - ROQUETES-","Nou Barris","les Roquetes"
"K001","Underground",2.17602,41.446933,"METRO (L3) - ROQUETES (Pla de Fornells)-","Nou Barris","les Roquetes"
"K001","Underground",2.17353,41.380666,"METRO (L3) - LICEU-","Ciutat Vella","el Raval"
"K001","Underground",2.18472,41.4493,"METRO (L3) - TRINITAT NOVA (Parc)-","Nou Barris","la Trinitat Nova"
"K001","Underground",2.197247,41.399257,"METRO (L4) - LLACUNA-","Sant Martí","el Poblenou"
"K001","Underground",2.178458,41.443382,"METRO (L4) - VIA JÚLIA (Via Júlia - Batllori)-","Nou Barris","la Prosperitat"
"K001","Underground",2.178906,41.443928,"METRO (L4) - VIA JÚLIA-","Nou Barris","la Prosperitat"
"K001","Underground",2.166162,41.411775,"METRO (L4) - ALFONS X-","Horta-Guinardó","el Baix Guinardó"
"K001","Underground",2.128135,41.375637,"METRO (L5) - BADAL (C. de Sants)-","Sants-Montjuïc","Sants - Badal"
"K001","Underground",2.147015,41.435432,"METRO (L3) - MUNDET (Llars Mundet - Velòdrom)-","Horta-Guinardó","Montbau"
"K001","Underground",2.120678,41.375948,"METRO (L5) - COLLBLANC-","",""
"K003","RENFE",2.06998,41.357914,"RENFE - CORNELLÀ-","",""
"K003","RENFE",2.230523,41.424408,"RENFE - SANT ADRIÀ DEL BESÒS-","",""
"K003","RENFE",2.115466,41.354367,"RENFE - BELLVITGE-","",""
"K011","Tram",2.09287,41.376929,"TRAMVIA (T1,T2,T3) - CAN CLOTA-","",""
"K011","Tram",2.080799,41.369445,"TRAMVIA (T1,T2,T3) - MONTESA-","",""
"K011","Tram",2.142997,41.392183,"TRAMVIA (T1,T2,T3) - FRANCESC MACIÀ-","Les Corts","les Corts"
"K011","Tram",2.126641,41.388002,"TRAMVIA (T1,T2,T3) - Mª CRISTINA-","Les Corts","la Maternitat i Sant Ramon"
"K001","Underground",2.178343,41.384137,"METRO (L4) - JAUME I (Pl. l'Àngel)-","Ciutat Vella","el Barri Gòtic"
"K001","Underground",2.179204,41.383774,"METRO (L4) - JAUME I (Via Laietana)-","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera"
"K001","Underground",2.179125,41.383984,"METRO (L4) - JAUME I-","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera"
"K001","Underground",2.164802,41.391905,"METRO (L3) - PASSEIG DE GRÀCIA (C. d'Aragó)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.173357,41.403512,"METRO (L5) - SAGRADA FAMÍLIA (C. de Provença)-","Eixample","la Sagrada Família"
"K001","Underground",2.158487,41.394451,"METRO (L5) - DIAGONAL (Rambla de Catalunya)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.175393,41.410166,"METRO (L5) - SANT PAU-DOS DE MAIG (C. de Cartagena)-","Eixample","la Sagrada Família"
"K001","Underground",2.160499,41.395422,"METRO (L3) - DIAGONAL (Pg. de Gràcia)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.186242,41.42096,"METRO (L9, L10) - LA SAGRERA-","Sant Andreu","la Sagrera"
"K001","Underground",2.155126,41.424597,"METRO (L5) - EL CARMEL-","Horta-Guinardó","el Carmel"
"K001","Underground",2.182557,41.407338,"METRO (L2) - ENCANTS-","Sant Martí","el Camp de l'Arpa del Clot"
"K001","Underground",2.117108,41.368594,"METRO (L1) - TORRASSA-","",""
"K001","Underground",2.175019,41.390021,"METRO (L1) - URQUINAONA (C. Bruc)-","Eixample","la Dreta de l'Eixample"
"K001","Underground",2.103931,41.368184,"METRO (L1) - CAN SERRA-","",""
"K001","Underground",2.199663,41.449896,"METRO (L1) - BARÓ DE VIVER-","Sant Andreu","la Trinitat Vella"
"K001","Underground",2.158936,41.37487,"METRO (L3) - POBLE SEC (Av. del Paral.lel)-","Sants-Montjuïc","el Poble-sec"
"K001","Underground",2.136549,41.382673,"METRO (L3) - PLAÇA DEL CENTRE-","Les Corts","les Corts"
"K001","Underground",2.140979,41.417205,"METRO (L3) - PENITENTS (C. d'Anna Piferrer)-","Gràcia","Vallcarca i els Penitents"
"K002","Railway (FGC)",2.034689,41.357711,"FGC - MOLÍ NOU-CIUTAT COOPERATIVA-","",""
"K002","Railway (FGC)",2.068427,41.351845,"FGC - CORNELLÀ-RIERA-","",""
"K002","Railway (FGC)",2.012394,41.388104,"FGC - SANT VICENÇ DELS HORTS-","",""
"K011","Tram",2.069961,41.36843,"TRAMVIA (T2) - CENTRE MIQUEL MARTÍ I POL-","",""
"K001","Underground",2.158998,41.382457,"METRO (L1) - URGELL-","Eixample","Sant Antoni"
"K001","Underground",2.187227,41.421981,"METRO (L1) - LA SAGRERA (Av. Meridiana)-","Sant Andreu","la Sagrera"
"K001","Underground",2.106409,41.34472,"METRO (L1) - HOSPITAL DE BELLVITGE-","",""
"K001","Underground",2.128698,41.368443,"METRO (L1) - SANTA EULÀLIA-","",""
"K001","Underground",2.134031,41.373543,"METRO (L1) - MERCAT NOU-","Sants-Montjuïc","Sants"
"K004","Airport train",2.193312,41.435959,"Tren AEROPORT - SANT ANDREU COMTAL-","Sant Andreu","Sant Andreu"
"K001","Underground",2.157956,41.392909,"FGC (L6,L7) - PROVENÇA-","Eixample","l'Antiga Esquerra de l'Eixample"
"K001","Underground",2.187148,41.409242,"METRO (L1) - CLOT (C. Aragó)-","Sant Martí","el Clot"
"K001","Underground",2.133647,41.372953,"METRO (L1) - MERCAT NOU (C. de la Riera de Tena)-","Sants-Montjuïc","Sants"
"K001","Underground",2.154913,41.379656,"METRO (L1) - ROCAFORT (Gv. Corts Catalanes)-","Eixample","la Nova Esquerra de l'Eixample"
"K002","Railway (FGC)",2.118998,41.398967,"FGC - REINA ELISENDA-","Sarrià-Sant Gervasi","Sarrià"
"K008","Maritime station",2.175248,41.352808,"Terminal Marítima E *Creuers","Sants-Montjuïc","la Marina del Prat Vermell"
"K008","Maritime station",2.174767,41.350955,"Terminal Marítima D *Creuers","Sants-Montjuïc","la Marina del Prat Vermell"
"K002","Railway (FGC)",2.131188,41.397617,"FGC - LES TRES TORRES<center>-","Sarrià-Sant Gervasi","les Tres Torres"
"K001","Underground",2.158822,41.37522,"METRO (L3) - POBLE SEC (C. de Manso)-","Eixample","Sant Antoni"
