"Station","Air Quality","Longitude","Latitude","O3 Hour","O3 Quality","O3 Value","NO2 Hour","NO2 Quality","NO2 Value","PM10 Hour","PM10 Quality","PM10 Value","Generated","Date Time"
"Barcelona - Vall Hebron","Good",2.148,414261,"3h","Good",59,"3h","Good",9,"3h","Good",25,"13/11/2018 4:00",1542078303
"Barcelona - Palau Reial","Good",2.1151,413875,"3h","Good",58,"3h","Good",5,"3h","Good",26,"13/11/2018 4:00",1542078303
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"3h","Good",27,"3h","Good",33,"13/11/2018 4:00",1542078303
"Barcelona - Observ Fabra","Good",2.1239,414183,"3h","Good",85,"3h","Good",3,"3h","Good",16,"13/11/2018 4:00",1542078303
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"4h","Good",19,NA,NA,NA,"13/11/2018 5:00",1542081903
"Barcelona - Eixample","Moderate",2.1538,413853,"4h","Good",35,"4h","Good",29,"4h","Moderate",37,"13/11/2018 5:00",1542081903
"Barcelona - Gràcia","Good",2.1534,413987,"4h","Good",47,"4h","Good",12,NA,NA,NA,"13/11/2018 5:00",1542081903
"Barcelona - Ciutadella","Good",2.1874,413864,"4h","Good",32,"4h","Good",21,NA,NA,NA,"13/11/2018 5:00",1542081903
"Barcelona - Vall Hebron","Good",2.148,414261,"4h","Good",56,"4h","Good",9,"4h","Good",25,"13/11/2018 5:00",1542081903
"Barcelona - Palau Reial","Good",2.1151,413875,"4h","Good",58,"4h","Good",5,"4h","Good",27,"13/11/2018 5:00",1542081903
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"4h","Good",27,"4h","Good",33,"13/11/2018 5:00",1542081903
"Barcelona - Observ Fabra","Good",2.1239,414183,"4h","Good",86,"4h","Good",3,"4h","Good",17,"13/11/2018 5:00",1542081903
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"5h","Good",16,NA,NA,NA,"13/11/2018 6:00",1542085503
"Barcelona - Eixample","Moderate",2.1538,413853,"5h","Good",32,"5h","Good",31,"5h","Moderate",37,"13/11/2018 6:00",1542085503
"Barcelona - Gràcia","Good",2.1534,413987,"5h","Good",47,"5h","Good",14,NA,NA,NA,"13/11/2018 6:00",1542085503
"Barcelona - Ciutadella","Good",2.1874,413864,"5h","Good",29,"5h","Good",21,NA,NA,NA,"13/11/2018 6:00",1542085503
"Barcelona - Vall Hebron","Good",2.148,414261,"5h","Good",53,"5h","Good",12,"5h","Good",26,"13/11/2018 6:00",1542085503
"Barcelona - Palau Reial","Good",2.1151,413875,"5h","Good",58,"5h","Good",6,"5h","Good",27,"13/11/2018 6:00",1542085503
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"5h","Good",26,"5h","Good",33,"13/11/2018 6:00",1542085503
"Barcelona - Observ Fabra","Good",2.1239,414183,"5h","Good",86,"5h","Good",3,"5h","Good",17,"13/11/2018 6:00",1542085503
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"6h","Good",14,NA,NA,NA,"13/11/2018 7:00",1542089103
"Barcelona - Eixample","Moderate",2.1538,413853,"6h","Good",24,"6h","Good",36,"6h","Moderate",37,"13/11/2018 7:00",1542089103
"Barcelona - Gràcia","Good",2.1534,413987,"6h","Good",45,"6h","Good",17,NA,NA,NA,"13/11/2018 7:00",1542089103
"Barcelona - Ciutadella","Good",2.1874,413864,"6h","Good",28,"6h","Good",24,NA,NA,NA,"13/11/2018 7:00",1542089103
"Barcelona - Vall Hebron","Good",2.148,414261,"6h","Good",47,"6h","Good",17,"6h","Good",27,"13/11/2018 7:00",1542089103
"Barcelona - Palau Reial","Good",2.1151,413875,"6h","Good",59,"6h","Good",6,"6h","Good",27,"13/11/2018 7:00",1542089103
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"6h","Good",36,"6h","Good",33,"13/11/2018 7:00",1542089103
"Barcelona - Observ Fabra","Good",2.1239,414183,"6h","Good",87,"6h","Good",3,"6h","Good",17,"13/11/2018 7:00",1542089103
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"7h","Good",20,NA,NA,NA,"13/11/2018 8:00",1542092703
"Barcelona - Eixample","Moderate",2.1538,413853,"7h","Good",14,"7h","Good",62,"7h","Moderate",37,"13/11/2018 8:00",1542092703
"Barcelona - Gràcia","Good",2.1534,413987,"7h","Good",33,"7h","Good",32,NA,NA,NA,"13/11/2018 8:00",1542092703
"Barcelona - Ciutadella","Good",2.1874,413864,"7h","Good",19,"7h","Good",39,NA,NA,NA,"13/11/2018 8:00",1542092703
"Barcelona - Vall Hebron","Good",2.148,414261,"7h","Good",37,"7h","Good",30,"7h","Good",28,"13/11/2018 8:00",1542092703
"Barcelona - Palau Reial","Good",2.1151,413875,"7h","Good",54,"7h","Good",13,"7h","Good",28,"13/11/2018 8:00",1542092703
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"7h","Good",50,"7h","Good",33,"13/11/2018 8:00",1542092703
"Barcelona - Observ Fabra","Good",2.1239,414183,"7h","Good",86,"7h","Good",3,"7h","Good",18,"13/11/2018 8:00",1542092703
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"8h","Good",44,NA,NA,NA,"13/11/2018 9:00",1542096302
"Barcelona - Eixample","Good",2.1538,413853,"8h","Good",4,"8h","Good",88,"8h","Good",36,"13/11/2018 9:00",1542096302
"Barcelona - Gràcia","Good",2.1534,413987,"8h","Good",13,"8h","Good",71,NA,NA,NA,"13/11/2018 9:00",1542096302
"Barcelona - Ciutadella","Good",2.1874,413864,"8h","Good",5,"8h","Good",64,NA,NA,NA,"13/11/2018 9:00",1542096302
"Barcelona - Vall Hebron","Good",2.148,414261,"8h","Good",29,"8h","Good",44,"8h","Good",29,"13/11/2018 9:00",1542096302
"Barcelona - Palau Reial","Good",2.1151,413875,"8h","Good",45,"8h","Good",24,"8h","Good",28,"13/11/2018 9:00",1542096302
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"8h","Good",55,"8h","Good",33,"13/11/2018 9:00",1542096302
"Barcelona - Observ Fabra","Good",2.1239,414183,"8h","Good",86,"8h","Good",4,"8h","Good",18,"13/11/2018 9:00",1542096302
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"9h","Good",60,NA,NA,NA,"13/11/2018 10:00",1542099902
"Barcelona - Eixample","Moderate",2.1538,413853,"9h","Good",3,"9h","Moderate",95,"9h","Good",36,"13/11/2018 10:00",1542099902
"Barcelona - Gràcia","Good",2.1534,413987,"9h","Good",9,"9h","Good",73,NA,NA,NA,"13/11/2018 10:00",1542099902
"Barcelona - Ciutadella","Good",2.1874,413864,"9h","Good",3,"9h","Good",75,NA,NA,NA,"13/11/2018 10:00",1542099902
"Barcelona - Vall Hebron","Good",2.148,414261,"9h","Good",38,"9h","Good",39,"9h","Good",30,"13/11/2018 10:00",1542099902
"Barcelona - Palau Reial","Good",2.1151,413875,"9h","Good",30,"9h","Good",44,"9h","Good",28,"13/11/2018 10:00",1542099902
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"9h","Good",62,"9h","Good",32,"13/11/2018 10:00",1542099902
"Barcelona - Observ Fabra","Good",2.1239,414183,"9h","Good",84,"9h","Good",5,"9h","Good",18,"13/11/2018 10:00",1542099902
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"10h","Good",54,NA,NA,NA,"13/11/2018 11:00",1542103502
"Barcelona - Eixample","Good",2.1538,413853,"10h","Good",6,"10h","Good",87,"10h","Good",34,"13/11/2018 11:00",1542103502
"Barcelona - Gràcia","Good",2.1534,413987,"10h","Good",17,"10h","Good",65,NA,NA,NA,"13/11/2018 11:00",1542103502
"Barcelona - Ciutadella","Good",2.1874,413864,"10h","Good",5,"10h","Good",72,NA,NA,NA,"13/11/2018 11:00",1542103502
"Barcelona - Vall Hebron","Good",2.148,414261,"10h","Good",42,"10h","Good",34,"10h","Good",29,"13/11/2018 11:00",1542103502
"Barcelona - Palau Reial","Good",2.1151,413875,"10h","Good",30,"10h","Good",41,"10h","Good",28,"13/11/2018 11:00",1542103502
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"10h","Good",62,"10h","Good",32,"13/11/2018 11:00",1542103502
"Barcelona - Observ Fabra","Good",2.1239,414183,"10h","Good",77,"10h","Good",9,"10h","Good",18,"13/11/2018 11:00",1542103502
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"11h","Good",52,NA,NA,NA,"13/11/2018 12:00",1542107102
"Barcelona - Eixample","Good",2.1538,413853,"11h","Good",11,"11h","Good",83,"11h","Good",33,"13/11/2018 12:00",1542107102
"Barcelona - Gràcia","Good",2.1534,413987,"11h","Good",24,"11h","Good",57,NA,NA,NA,"13/11/2018 12:00",1542107102
"Barcelona - Ciutadella","Good",2.1874,413864,"11h","Good",14,"11h","Good",62,NA,NA,NA,"13/11/2018 12:00",1542107102
"Barcelona - Vall Hebron","Good",2.148,414261,"11h","Good",43,"11h","Good",31,"11h","Good",29,"13/11/2018 12:00",1542107102
"Barcelona - Palau Reial","Good",2.1151,413875,"11h","Good",38,"11h","Good",30,"11h","Good",28,"13/11/2018 12:00",1542107102
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"11h","Good",62,"11h","Good",32,"13/11/2018 12:00",1542107102
"Barcelona - Observ Fabra","Good",2.1239,414183,"11h","Good",70,"11h","Good",9,"12h","Good",18,"13/11/2018 12:00",1542107102
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"12h","Good",32,NA,NA,NA,"13/11/2018 13:00",1542110701
"Barcelona - Eixample","Good",2.1538,413853,"12h","Good",30,"12h","Good",61,"12h","Good",36,"13/11/2018 13:00",1542110701
"Barcelona - Gràcia","Good",2.1534,413987,"12h","Good",50,"12h","Good",37,NA,NA,NA,"13/11/2018 13:00",1542110701
"Barcelona - Ciutadella","Good",2.1874,413864,"12h","Good",55,"12h","Good",19,NA,NA,NA,"13/11/2018 13:00",1542110701
"Barcelona - Vall Hebron","Good",2.148,414261,"12h","Good",46,"12h","Good",36,"12h","Good",29,"13/11/2018 13:00",1542110701
"Barcelona - Palau Reial","Good",2.1151,413875,"12h","Good",51,"12h","Good",23,"12h","Good",28,"13/11/2018 13:00",1542110701
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"12h","Good",16,"12h","Good",33,"13/11/2018 13:00",1542110701
"Barcelona - Observ Fabra","Good",2.1239,414183,"12h","Good",63,"12h","Good",23,"12h","Good",18,"13/11/2018 13:00",1542110701
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"13h","Good",21,NA,NA,NA,"13/11/2018 14:00",1542114301
"Barcelona - Eixample","Moderate",2.1538,413853,"13h","Good",38,"13h","Good",52,"13h","Moderate",38,"13/11/2018 14:00",1542114301
"Barcelona - Gràcia","Good",2.1534,413987,"13h","Good",47,"13h","Good",43,NA,NA,NA,"13/11/2018 14:00",1542114301
"Barcelona - Ciutadella","Good",2.1874,413864,"13h","Good",54,"13h","Good",19,NA,NA,NA,"13/11/2018 14:00",1542114301
"Barcelona - Vall Hebron","Good",2.148,414261,"13h","Good",68,"13h","Good",16,"13h","Good",30,"13/11/2018 14:00",1542114301
"Barcelona - Palau Reial","Good",2.1151,413875,"13h","Good",58,"13h","Good",16,"13h","Good",28,"13/11/2018 14:00",1542114301
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"13h","Good",17,"13h","Good",33,"13/11/2018 14:00",1542114301
"Barcelona - Observ Fabra","Good",2.1239,414183,"13h","Good",79,"13h","Good",11,"13h","Good",19,"13/11/2018 14:00",1542114301
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"14h","Good",22,NA,NA,NA,"13/11/2018 15:00",1542117902
"Barcelona - Eixample","Moderate",2.1538,413853,"14h","Good",39,"14h","Good",51,"14h","Moderate",39,"13/11/2018 15:00",1542117902
"Barcelona - Gràcia","Good",2.1534,413987,"13h","Good",47,"13h","Good",43,NA,NA,NA,"13/11/2018 15:00",1542117902
"Barcelona - Ciutadella","Good",2.1874,413864,"14h","Good",59,"14h","Good",12,NA,NA,NA,"13/11/2018 15:00",1542117902
"Barcelona - Vall Hebron","Good",2.148,414261,"14h","Good",64,"14h","Good",18,"14h","Good",31,"13/11/2018 15:00",1542117902
"Barcelona - Palau Reial","Good",2.1151,413875,"14h","Good",50,"14h","Good",27,"14h","Good",28,"13/11/2018 15:00",1542117902
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"14h","Good",15,"14h","Good",33,"13/11/2018 15:00",1542117902
"Barcelona - Observ Fabra","Good",2.1239,414183,"14h","Good",76,"14h","Good",12,"14h","Good",19,"13/11/2018 15:00",1542117902
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"15h","Good",18,NA,NA,NA,"13/11/2018 16:00",1542121502
"Barcelona - Eixample","Moderate",2.1538,413853,"15h","Good",36,"15h","Good",49,"15h","Moderate",39,"13/11/2018 16:00",1542121502
"Barcelona - Gràcia","Good",2.1534,413987,"13h","Good",47,"13h","Good",43,NA,NA,NA,"13/11/2018 16:00",1542121502
"Barcelona - Ciutadella","Good",2.1874,413864,"15h","Good",56,"15h","Good",12,NA,NA,NA,"13/11/2018 16:00",1542121502
"Barcelona - Vall Hebron","Good",2.148,414261,"15h","Good",64,"15h","Good",16,"15h","Good",32,"13/11/2018 16:00",1542121502
"Barcelona - Palau Reial","Good",2.1151,413875,"15h","Good",49,"15h","Good",23,"15h","Good",29,"13/11/2018 16:00",1542121502
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"15h","Good",14,"15h","Good",33,"13/11/2018 16:00",1542121502
"Barcelona - Observ Fabra","Good",2.1239,414183,"15h","Good",74,"15h","Good",10,"15h","Good",19,"13/11/2018 16:00",1542121502
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"16h","Good",19,NA,NA,NA,"13/11/2018 17:00",1542125101
"Barcelona - Eixample","Moderate",2.1538,413853,"16h","Good",34,"16h","Good",48,"16h","Moderate",40,"13/11/2018 17:00",1542125101
"Barcelona - Gràcia","--",2.1534,413987,"14h","--",NA,"14h","--",NA,NA,NA,NA,"13/11/2018 17:00",1542125101
"Barcelona - Ciutadella","Good",2.1874,413864,"16h","Good",54,"16h","Good",14,NA,NA,NA,"13/11/2018 17:00",1542125101
"Barcelona - Vall Hebron","Good",2.148,414261,"16h","Good",62,"16h","Good",17,"16h","Good",32,"13/11/2018 17:00",1542125101
"Barcelona - Palau Reial","Good",2.1151,413875,"16h","Good",49,"16h","Good",22,"16h","Good",29,"13/11/2018 17:00",1542125101
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"16h","Good",13,"16h","Good",33,"13/11/2018 17:00",1542125101
"Barcelona - Observ Fabra","Good",2.1239,414183,"16h","Good",73,"16h","Good",11,"16h","Good",19,"13/11/2018 17:00",1542125101
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"17h","Good",21,NA,NA,NA,"13/11/2018 18:00",1542128702
"Barcelona - Eixample","Moderate",2.1538,413853,"17h","Good",30,"17h","Good",54,"18h","Moderate",40,"13/11/2018 18:00",1542128702
"Barcelona - Gràcia","--",2.1534,413987,"15h","--",NA,"15h","--",NA,NA,NA,NA,"13/11/2018 18:00",1542128702
"Barcelona - Ciutadella","Good",2.1874,413864,"17h","Good",54,"17h","Good",13,NA,NA,NA,"13/11/2018 18:00",1542128702
"Barcelona - Vall Hebron","Good",2.148,414261,"17h","Good",57,"17h","Good",21,"17h","Good",32,"13/11/2018 18:00",1542128702
"Barcelona - Palau Reial","Good",2.1151,413875,"17h","Good",45,"17h","Good",24,"17h","Good",29,"13/11/2018 18:00",1542128702
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"17h","Good",14,"17h","Good",32,"13/11/2018 18:00",1542128702
"Barcelona - Observ Fabra","Good",2.1239,414183,"17h","Good",70,"17h","Good",13,"17h","Good",20,"13/11/2018 18:00",1542128702
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"18h","Good",28,NA,NA,NA,"13/11/2018 19:00",1542132302
"Barcelona - Eixample","Moderate",2.1538,413853,"18h","Good",22,"18h","Good",62,"18h","Moderate",40,"13/11/2018 19:00",1542132302
"Barcelona - Gràcia","Good",2.1534,413987,"18h","Good",37,"18h","Good",42,NA,NA,NA,"13/11/2018 19:00",1542132302
"Barcelona - Ciutadella","Good",2.1874,413864,"18h","Good",54,"18h","Good",14,NA,NA,NA,"13/11/2018 19:00",1542132302
"Barcelona - Vall Hebron","Good",2.148,414261,"18h","Good",46,"18h","Good",30,"18h","Good",32,"13/11/2018 19:00",1542132302
"Barcelona - Palau Reial","Good",2.1151,413875,"18h","Good",34,"18h","Good",35,"18h","Good",29,"13/11/2018 19:00",1542132302
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"18h","Good",17,"18h","Good",32,"13/11/2018 19:00",1542132302
"Barcelona - Observ Fabra","Good",2.1239,414183,"18h","Good",64,"18h","Good",16,"18h","Good",20,"13/11/2018 19:00",1542132302
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"19h","Good",41,NA,NA,NA,"13/11/2018 20:00",1542135901
"Barcelona - Eixample","Moderate",2.1538,413853,"19h","Good",12,"19h","Good",79,"19h","Moderate",40,"13/11/2018 20:00",1542135901
"Barcelona - Gràcia","Good",2.1534,413987,"19h","Good",23,"19h","Good",55,NA,NA,NA,"13/11/2018 20:00",1542135901
"Barcelona - Ciutadella","Good",2.1874,413864,"19h","Good",47,"19h","Good",21,NA,NA,NA,"13/11/2018 20:00",1542135901
"Barcelona - Vall Hebron","Good",2.148,414261,"19h","Good",24,"19h","Good",49,"19h","Good",32,"13/11/2018 20:00",1542135901
"Barcelona - Palau Reial","Good",2.1151,413875,"19h","Good",28,"19h","Good",38,"19h","Good",29,"13/11/2018 20:00",1542135901
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"19h","Good",24,"19h","Good",32,"13/11/2018 20:00",1542135901
"Barcelona - Observ Fabra","Good",2.1239,414183,"19h","Good",56,"19h","Good",22,"19h","Good",21,"13/11/2018 20:00",1542135901
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"20h","Good",57,NA,NA,NA,"13/11/2018 21:00",1542139502
"Barcelona - Eixample","Moderate",2.1538,413853,"20h","Good",3,"20h","Good",89,"20h","Moderate",40,"13/11/2018 21:00",1542139502
"Barcelona - Gràcia","Good",2.1534,413987,"20h","Good",6,"20h","Good",80,NA,NA,NA,"13/11/2018 21:00",1542139502
"Barcelona - Ciutadella","Good",2.1874,413864,"20h","Good",33,"20h","Good",30,NA,NA,NA,"13/11/2018 21:00",1542139502
"Barcelona - Vall Hebron","Good",2.148,414261,"20h","Good",19,"20h","Good",58,"21h","Good",32,"13/11/2018 21:00",1542139502
"Barcelona - Palau Reial","Good",2.1151,413875,"20h","Good",7,"20h","Good",64,"20h","Good",28,"13/11/2018 21:00",1542139502
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"20h","Good",39,"20h","Good",31,"13/11/2018 21:00",1542139502
"Barcelona - Observ Fabra","Good",2.1239,414183,"20h","Good",68,"20h","Good",12,"20h","Good",22,"13/11/2018 21:00",1542139502
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"21h","Good",59,NA,NA,NA,"13/11/2018 22:00",1542143102
"Barcelona - Eixample","Moderate",2.1538,413853,"21h","Good",4,"21h","Good",82,"21h","Moderate",40,"13/11/2018 22:00",1542143102
"Barcelona - Gràcia","Good",2.1534,413987,"21h","Good",19,"21h","Good",64,NA,NA,NA,"13/11/2018 22:00",1542143102
"Barcelona - Ciutadella","Good",2.1874,413864,"21h","Good",32,"21h","Good",31,NA,NA,NA,"13/11/2018 22:00",1542143102
"Barcelona - Vall Hebron","Good",2.148,414261,"21h","Good",26,"21h","Good",53,"21h","Good",31,"13/11/2018 22:00",1542143102
"Barcelona - Palau Reial","Good",2.1151,413875,"21h","Good",12,"21h","Good",61,"21h","Good",28,"13/11/2018 22:00",1542143102
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"21h","Good",41,"21h","Good",31,"13/11/2018 22:00",1542143102
"Barcelona - Observ Fabra","Good",2.1239,414183,"21h","Good",71,"21h","Good",11,"21h","Good",22,"13/11/2018 22:00",1542143102
"Barcelona - Sants","Good",2.1331,413788,NA,NA,NA,"22h","Good",43,NA,NA,NA,"13/11/2018 23:00",1542146702
"Barcelona - Eixample","Moderate",2.1538,413853,"22h","Good",8,"22h","Good",74,"22h","Moderate",40,"13/11/2018 23:00",1542146702
"Barcelona - Gràcia","Good",2.1534,413987,"21h","Good",19,"21h","Good",64,NA,NA,NA,"13/11/2018 23:00",1542146702
"Barcelona - Ciutadella","Good",2.1874,413864,"22h","Good",25,"22h","Good",41,NA,NA,NA,"13/11/2018 23:00",1542146702
"Barcelona - Vall Hebron","Good",2.148,414261,"22h","Good",42,"22h","Good",35,"22h","Good",31,"13/11/2018 23:00",1542146702
"Barcelona - Palau Reial","Good",2.1151,413875,"22h","Good",31,"22h","Good",36,"22h","Good",27,"13/11/2018 23:00",1542146702
"Barcelona - Poblenou","Good",2.2045,414039,NA,NA,NA,"22h","Good",42,"22h","Good",30,"13/11/2018 23:00",1542146702
"Barcelona - Observ Fabra","Good",2.1239,414183,"22h","Good",78,"22h","Good",5,"22h","Good",23,"13/11/2018 23:00",1542146702
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"23h","Good",43,NA,NA,NA,"14/11/2018 0:00",1542150301
"Barcelona - Eixample","Moderate",2.1538,41.3853,"23h","Good",8,"23h","Good",67,"23h","Moderate",40,"14/11/2018 0:00",1542150301
"Barcelona - Gràcia","--",2.1534,41.3987,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14/11/2018 0:00",1542150301
"Barcelona - Ciutadella","Good",2.1874,41.3864,"23h","Good",39,"23h","Good",22,NA,NA,NA,"14/11/2018 0:00",1542150301
"Barcelona - Vall Hebron","Good",2.148,41.4261,"23h","Good",35,"23h","Good",38,"23h","Good",31,"14/11/2018 0:00",1542150301
"Barcelona - Palau Reial","Good",2.1151,41.3875,"23h","Good",32,"23h","Good",35,"23h","Good",27,"14/11/2018 0:00",1542150301
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"23h","Good",26,"23h","Good",30,"14/11/2018 0:00",1542150301
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"23h","Good",76,"23h","Good",6,"23h","Good",24,"14/11/2018 0:00",1542150301
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"0h","Good",38,NA,NA,NA,"14/11/2018 1:00",1542153902
"Barcelona - Eixample","Moderate",2.1538,41.3853,"0h","Good",5,"0h","Good",66,"0h","Moderate",39,"14/11/2018 1:00",1542153902
"Barcelona - Gràcia","Good",2.1534,41.3987,"0h","Good",19,"0h","Good",64,NA,NA,NA,"14/11/2018 1:00",1542153902
"Barcelona - Ciutadella","Good",2.1874,41.3864,"0h","Good",27,"0h","Good",33,NA,NA,NA,"14/11/2018 1:00",1542153902
"Barcelona - Vall Hebron","Good",2.148,41.4261,"0h","Good",40,"0h","Good",27,"0h","Good",30,"14/11/2018 1:00",1542153902
"Barcelona - Palau Reial","Good",2.1151,41.3875,"0h","Good",38,"0h","Good",23,"0h","Good",27,"14/11/2018 1:00",1542153902
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"0h","Good",53,"0h","Good",30,"14/11/2018 1:00",1542153902
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"0h","Good",75,"0h","Good",5,"0h","Good",23,"14/11/2018 1:00",1542153902
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"1h","Good",31,NA,NA,NA,"14/11/2018 2:00",1542157502
"Barcelona - Eixample","Moderate",2.1538,41.3853,"1h","Good",8,"1h","Good",55,"1h","Moderate",39,"14/11/2018 2:00",1542157502
"Barcelona - Gràcia","--",2.1534,41.3987,"23h","--",NA,"23h","--",NA,NA,NA,NA,"14/11/2018 2:00",1542157502
"Barcelona - Ciutadella","Good",2.1874,41.3864,"1h","Good",10,"1h","Good",48,NA,NA,NA,"14/11/2018 2:00",1542157502
"Barcelona - Vall Hebron","Good",2.148,41.4261,"1h","Good",45,"1h","Good",17,"1h","Good",30,"14/11/2018 2:00",1542157502
"Barcelona - Palau Reial","Good",2.1151,41.3875,"1h","Good",45,"1h","Good",12,"1h","Good",26,"14/11/2018 2:00",1542157502
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"1h","Good",45,"1h","Good",30,"14/11/2018 2:00",1542157502
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"1h","Good",76,"1h","Good",4,"1h","Good",24,"14/11/2018 2:00",1542157502
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"2h","Good",19,NA,NA,NA,"14/11/2018 3:00",1542161102
"Barcelona - Eixample","Moderate",2.1538,41.3853,"2h","Good",17,"2h","Good",39,"2h","Moderate",39,"14/11/2018 3:00",1542161102
"Barcelona - Gràcia","--",2.1534,41.3987,"0h","--",NA,"0h","--",NA,NA,NA,NA,"14/11/2018 3:00",1542161102
"Barcelona - Ciutadella","Good",2.1874,41.3864,"2h","Good",16,"2h","Good",40,NA,NA,NA,"14/11/2018 3:00",1542161102
"Barcelona - Vall Hebron","Good",2.148,41.4261,"2h","Good",52,"2h","Good",13,"2h","Good",30,"14/11/2018 3:00",1542161102
"Barcelona - Palau Reial","Good",2.1151,41.3875,"2h","Good",51,"2h","Good",8,"2h","Good",26,"14/11/2018 3:00",1542161102
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"2h","Good",43,"3h","Good",30,"14/11/2018 3:00",1542161102
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"2h","Good",77,"2h","Good",3,"2h","Good",24,"14/11/2018 3:00",1542161102
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"3h","Good",17,NA,NA,NA,"14/11/2018 4:00",1542164702
"Barcelona - Eixample","Moderate",2.1538,41.3853,"3h","Good",22,"3h","Good",32,"3h","Moderate",39,"14/11/2018 4:00",1542164702
"Barcelona - Gràcia","--",2.1534,41.3987,"1h","--",NA,"1h","--",NA,NA,NA,NA,"14/11/2018 4:00",1542164702
"Barcelona - Ciutadella","Good",2.1874,41.3864,"3h","Good",29,"3h","Good",25,NA,NA,NA,"14/11/2018 4:00",1542164702
"Barcelona - Vall Hebron","Good",2.148,41.4261,"3h","Good",55,"3h","Good",9,"3h","Good",29,"14/11/2018 4:00",1542164702
"Barcelona - Palau Reial","Good",2.1151,41.3875,"3h","Good",55,"3h","Good",3,"3h","Good",26,"14/11/2018 4:00",1542164702
"Barcelona - Poblenou","Good",2.2045,41.4039,NA,NA,NA,"3h","Good",33,"3h","Good",30,"14/11/2018 4:00",1542164702
"Barcelona - Observ Fabra","Good",2.1239,41.4183,"3h","Good",78,"3h","Good",3,"3h","Good",24,"14/11/2018 4:00",1542164702
"Barcelona - Sants","Good",2.1331,41.3788,NA,NA,NA,"4h","Good",14,NA,NA,NA,"14/11/2018 5:00",1542168301
"Barcelona - Eixample","Moderate",2.1538,41.3853,"4h","Good",15,"4h","Good",39,"4h","Moderate",39,"14/11/2018 5:00",1542168301
"Barcelona - Gràcia","Good",2.1534,41.3987,"4h","Good",41,"4h","Good",16,NA,NA,NA,"14/11/2018 5:00",1542168301
"Barcelona - Ciutadella","Good",2.1874,41.3864,"4h","Good",23,"4h","Good",28,NA,NA,NA,"14/11/2018 5:00",1542168301
"Barcelona - Vall Hebron","Good",2.148,41.4261,"4h","Good",54,"4h","Good",10,"4h","Good",28,"14/11/2018 5:00",1542168301
