"Year","District.Code","District.Name","Neighborhood.Code","Neighborhood.Name","Age","Number"
2016,8,"Nou Barris",56,"Vallbona","45-49",0
2016,9,"Sant Andreu",57,"la Trinitat Vella","45-49",1
2016,9,"Sant Andreu",58,"Baró de Viver","45-49",1
2016,9,"Sant Andreu",59,"el Bon Pastor","45-49",2
2016,9,"Sant Andreu",60,"Sant Andreu","45-49",3
2016,9,"Sant Andreu",61,"la Sagrera","45-49",4
2016,9,"Sant Andreu",62,"el Congrés i els Indians","45-49",0
2016,9,"Sant Andreu",63,"Navas","45-49",1
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","45-49",4
2016,10,"Sant Martí",65,"el Clot","45-49",2
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","45-49",1
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","45-49",0
2016,10,"Sant Martí",68,"el Poblenou","45-49",4
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","45-49",4
2016,10,"Sant Martí",70,"el Besòs i el Maresme","45-49",6
2016,10,"Sant Martí",71,"Provençals del Poblenou","45-49",2
2016,10,"Sant Martí",72,"Sant Martí de Provençals","45-49",2
2016,10,"Sant Martí",73,"la Verneda i la Pau","45-49",2
2016,1,"Ciutat Vella",1,"el Raval","50-54",13
2016,1,"Ciutat Vella",2,"el Barri Gòtic","50-54",2
2016,1,"Ciutat Vella",3,"la Barceloneta","50-54",4
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","50-54",1
2016,2,"Eixample",5,"el Fort Pienc","50-54",7
2016,2,"Eixample",6,"la Sagrada Família","50-54",9
2016,2,"Eixample",7,"la Dreta de l'Eixample","50-54",3
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","50-54",7
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","50-54",7
2016,2,"Eixample",10,"Sant Antoni","50-54",7
2016,3,"Sants-Montjuïc",11,"el Poble Sec","50-54",7
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","50-54",0
2016,3,"Sants-Montjuïc",13,"la Marina de Port","50-54",1
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","50-54",1
2016,3,"Sants-Montjuïc",15,"Hostafrancs","50-54",3
2016,3,"Sants-Montjuïc",16,"la Bordeta","50-54",6
2016,3,"Sants-Montjuïc",17,"Sants - Badal","50-54",6
2016,3,"Sants-Montjuïc",18,"Sants","50-54",5
2016,4,"Les Corts",19,"les Corts","50-54",9
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","50-54",1
2016,4,"Les Corts",21,"Pedralbes","50-54",1
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","50-54",0
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","50-54",5
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","50-54",2
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","50-54",3
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","50-54",2
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","50-54",4
2016,6,"Gràcia",28,"Vallcarca i els Penitents","50-54",3
2016,6,"Gràcia",29,"el Coll","50-54",4
2016,6,"Gràcia",30,"la Salut","50-54",2
2016,6,"Gràcia",31,"la Vila de Gràcia","50-54",10
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","50-54",8
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","50-54",7
2016,7,"Horta-Guinardó",34,"Can Baró","50-54",4
2016,7,"Horta-Guinardó",35,"el Guinardó","50-54",7
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","50-54",2
2016,7,"Horta-Guinardó",37,"el Carmel","50-54",7
2016,7,"Horta-Guinardó",38,"la Teixonera","50-54",3
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","50-54",0
2016,7,"Horta-Guinardó",40,"Montbau","50-54",3
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","50-54",2
2016,7,"Horta-Guinardó",42,"la Clota","50-54",0
2016,7,"Horta-Guinardó",43,"Horta","50-54",5
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","50-54",5
2016,8,"Nou Barris",45,"Porta","50-54",4
2016,8,"Nou Barris",46,"el Turó de la Peira","50-54",6
2016,8,"Nou Barris",47,"Can Peguera","50-54",0
2016,8,"Nou Barris",48,"la Guineueta","50-54",3
2016,8,"Nou Barris",49,"Canyelles","50-54",3
2016,8,"Nou Barris",50,"les Roquetes","50-54",4
2016,8,"Nou Barris",51,"Verdun","50-54",4
2016,8,"Nou Barris",52,"la Prosperitat","50-54",1
2016,8,"Nou Barris",53,"la Trinitat Nova","50-54",1
2016,8,"Nou Barris",54,"Torre Baró","50-54",0
2016,8,"Nou Barris",55,"Ciutat Meridiana","50-54",2
2016,8,"Nou Barris",56,"Vallbona","50-54",0
2016,9,"Sant Andreu",57,"la Trinitat Vella","50-54",2
2016,9,"Sant Andreu",58,"Baró de Viver","50-54",1
2016,9,"Sant Andreu",59,"el Bon Pastor","50-54",2
2016,9,"Sant Andreu",60,"Sant Andreu","50-54",12
2016,9,"Sant Andreu",61,"la Sagrera","50-54",3
2016,9,"Sant Andreu",62,"el Congrés i els Indians","50-54",4
2016,9,"Sant Andreu",63,"Navas","50-54",3
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","50-54",7
2016,10,"Sant Martí",65,"el Clot","50-54",3
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","50-54",4
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","50-54",4
2016,10,"Sant Martí",68,"el Poblenou","50-54",7
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","50-54",0
2016,10,"Sant Martí",70,"el Besòs i el Maresme","50-54",4
2016,10,"Sant Martí",71,"Provençals del Poblenou","50-54",8
2016,10,"Sant Martí",72,"Sant Martí de Provençals","50-54",6
2016,10,"Sant Martí",73,"la Verneda i la Pau","50-54",4
2016,1,"Ciutat Vella",1,"el Raval","55-59",8
2016,1,"Ciutat Vella",2,"el Barri Gòtic","55-59",5
2016,1,"Ciutat Vella",3,"la Barceloneta","55-59",8
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","55-59",10
2016,2,"Eixample",5,"el Fort Pienc","55-59",14
2016,2,"Eixample",6,"la Sagrada Família","55-59",6
2016,2,"Eixample",7,"la Dreta de l'Eixample","55-59",9
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","55-59",10
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","55-59",12
2016,2,"Eixample",10,"Sant Antoni","55-59",7
2016,3,"Sants-Montjuïc",11,"el Poble Sec","55-59",9
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","55-59",1
2016,3,"Sants-Montjuïc",13,"la Marina de Port","55-59",4
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","55-59",4
2016,3,"Sants-Montjuïc",15,"Hostafrancs","55-59",5
2016,3,"Sants-Montjuïc",16,"la Bordeta","55-59",4
2016,3,"Sants-Montjuïc",17,"Sants - Badal","55-59",15
2016,3,"Sants-Montjuïc",18,"Sants","55-59",11
2016,4,"Les Corts",19,"les Corts","55-59",10
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","55-59",3
2016,4,"Les Corts",21,"Pedralbes","55-59",2
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","55-59",2
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","55-59",5
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","55-59",5
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","55-59",5
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","55-59",8
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","55-59",6
2016,6,"Gràcia",28,"Vallcarca i els Penitents","55-59",2
2016,6,"Gràcia",29,"el Coll","55-59",4
2016,6,"Gràcia",30,"la Salut","55-59",3
2016,6,"Gràcia",31,"la Vila de Gràcia","55-59",5
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","55-59",10
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","55-59",4
2016,7,"Horta-Guinardó",34,"Can Baró","55-59",4
2016,7,"Horta-Guinardó",35,"el Guinardó","55-59",11
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","55-59",1
2016,7,"Horta-Guinardó",37,"el Carmel","55-59",7
2016,7,"Horta-Guinardó",38,"la Teixonera","55-59",1
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","55-59",1
2016,7,"Horta-Guinardó",40,"Montbau","55-59",2
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","55-59",1
2016,7,"Horta-Guinardó",42,"la Clota","55-59",0
2016,7,"Horta-Guinardó",43,"Horta","55-59",4
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","55-59",7
2016,8,"Nou Barris",45,"Porta","55-59",7
2016,8,"Nou Barris",46,"el Turó de la Peira","55-59",1
2016,8,"Nou Barris",47,"Can Peguera","55-59",1
2016,8,"Nou Barris",48,"la Guineueta","55-59",8
2016,8,"Nou Barris",49,"Canyelles","55-59",3
2016,8,"Nou Barris",50,"les Roquetes","55-59",6
2016,8,"Nou Barris",51,"Verdun","55-59",7
2016,8,"Nou Barris",52,"la Prosperitat","55-59",5
2016,8,"Nou Barris",53,"la Trinitat Nova","55-59",7
2016,8,"Nou Barris",54,"Torre Baró","55-59",1
2016,8,"Nou Barris",55,"Ciutat Meridiana","55-59",2
2016,8,"Nou Barris",56,"Vallbona","55-59",0
2016,9,"Sant Andreu",57,"la Trinitat Vella","55-59",2
2016,9,"Sant Andreu",58,"Baró de Viver","55-59",4
2016,9,"Sant Andreu",59,"el Bon Pastor","55-59",4
2016,9,"Sant Andreu",60,"Sant Andreu","55-59",12
2016,9,"Sant Andreu",61,"la Sagrera","55-59",8
2016,9,"Sant Andreu",62,"el Congrés i els Indians","55-59",2
2016,9,"Sant Andreu",63,"Navas","55-59",6
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","55-59",12
2016,10,"Sant Martí",65,"el Clot","55-59",8
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","55-59",4
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","55-59",1
2016,10,"Sant Martí",68,"el Poblenou","55-59",8
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","55-59",5
2016,10,"Sant Martí",70,"el Besòs i el Maresme","55-59",9
2016,10,"Sant Martí",71,"Provençals del Poblenou","55-59",3
2016,10,"Sant Martí",72,"Sant Martí de Provençals","55-59",7
2016,10,"Sant Martí",73,"la Verneda i la Pau","55-59",9
2016,1,"Ciutat Vella",1,"el Raval","60-64",15
2016,1,"Ciutat Vella",2,"el Barri Gòtic","60-64",3
2016,1,"Ciutat Vella",3,"la Barceloneta","60-64",10
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","60-64",16
2016,2,"Eixample",5,"el Fort Pienc","60-64",19
2016,2,"Eixample",6,"la Sagrada Família","60-64",15
2016,2,"Eixample",7,"la Dreta de l'Eixample","60-64",18
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","60-64",16
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","60-64",24
2016,2,"Eixample",10,"Sant Antoni","60-64",17
2016,3,"Sants-Montjuïc",11,"el Poble Sec","60-64",8
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","60-64",0
2016,3,"Sants-Montjuïc",13,"la Marina de Port","60-64",18
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","60-64",3
2016,3,"Sants-Montjuïc",15,"Hostafrancs","60-64",6
2016,3,"Sants-Montjuïc",16,"la Bordeta","60-64",5
2016,3,"Sants-Montjuïc",17,"Sants - Badal","60-64",6
2016,3,"Sants-Montjuïc",18,"Sants","60-64",13
2016,4,"Les Corts",19,"les Corts","60-64",18
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","60-64",9
2016,4,"Les Corts",21,"Pedralbes","60-64",2
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","60-64",5
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","60-64",10
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","60-64",4
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","60-64",13
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","60-64",11
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","60-64",9
2016,6,"Gràcia",28,"Vallcarca i els Penitents","60-64",4
2016,6,"Gràcia",29,"el Coll","60-64",4
2016,6,"Gràcia",30,"la Salut","60-64",6
2016,6,"Gràcia",31,"la Vila de Gràcia","60-64",19
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","60-64",12
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","60-64",9
2016,7,"Horta-Guinardó",34,"Can Baró","60-64",3
2016,7,"Horta-Guinardó",35,"el Guinardó","60-64",14
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","60-64",6
2016,7,"Horta-Guinardó",37,"el Carmel","60-64",16
2016,7,"Horta-Guinardó",38,"la Teixonera","60-64",4
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","60-64",1
2016,7,"Horta-Guinardó",40,"Montbau","60-64",2
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","60-64",5
2016,7,"Horta-Guinardó",42,"la Clota","60-64",1
2016,7,"Horta-Guinardó",43,"Horta","60-64",12
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","60-64",7
2016,8,"Nou Barris",45,"Porta","60-64",6
2016,8,"Nou Barris",46,"el Turó de la Peira","60-64",4
2016,8,"Nou Barris",47,"Can Peguera","60-64",1
2016,8,"Nou Barris",48,"la Guineueta","60-64",1
2016,8,"Nou Barris",49,"Canyelles","60-64",4
2016,8,"Nou Barris",50,"les Roquetes","60-64",4
2016,8,"Nou Barris",51,"Verdun","60-64",7
2016,8,"Nou Barris",52,"la Prosperitat","60-64",5
2016,8,"Nou Barris",53,"la Trinitat Nova","60-64",6
2016,8,"Nou Barris",54,"Torre Baró","60-64",0
2016,8,"Nou Barris",55,"Ciutat Meridiana","60-64",2
2016,8,"Nou Barris",56,"Vallbona","60-64",0
2016,9,"Sant Andreu",57,"la Trinitat Vella","60-64",3
2016,9,"Sant Andreu",58,"Baró de Viver","60-64",3
2016,9,"Sant Andreu",59,"el Bon Pastor","60-64",9
2016,9,"Sant Andreu",60,"Sant Andreu","60-64",21
2016,9,"Sant Andreu",61,"la Sagrera","60-64",8
2016,9,"Sant Andreu",62,"el Congrés i els Indians","60-64",5
2016,9,"Sant Andreu",63,"Navas","60-64",5
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","60-64",15
2016,10,"Sant Martí",65,"el Clot","60-64",7
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","60-64",7
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","60-64",0
2016,10,"Sant Martí",68,"el Poblenou","60-64",5
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","60-64",3
2016,10,"Sant Martí",70,"el Besòs i el Maresme","60-64",7
2016,10,"Sant Martí",71,"Provençals del Poblenou","60-64",7
2016,10,"Sant Martí",72,"Sant Martí de Provençals","60-64",11
2016,10,"Sant Martí",73,"la Verneda i la Pau","60-64",6
2016,1,"Ciutat Vella",1,"el Raval","65-69",16
2016,1,"Ciutat Vella",2,"el Barri Gòtic","65-69",11
2016,1,"Ciutat Vella",3,"la Barceloneta","65-69",8
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","65-69",10
2016,2,"Eixample",5,"el Fort Pienc","65-69",14
2016,2,"Eixample",6,"la Sagrada Família","65-69",20
2016,2,"Eixample",7,"la Dreta de l'Eixample","65-69",38
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","65-69",16
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","65-69",27
2016,2,"Eixample",10,"Sant Antoni","65-69",9
2016,3,"Sants-Montjuïc",11,"el Poble Sec","65-69",29
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","65-69",1
2016,3,"Sants-Montjuïc",13,"la Marina de Port","65-69",16
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","65-69",6
2016,3,"Sants-Montjuïc",15,"Hostafrancs","65-69",12
2016,3,"Sants-Montjuïc",16,"la Bordeta","65-69",19
2016,3,"Sants-Montjuïc",17,"Sants - Badal","65-69",14
2016,3,"Sants-Montjuïc",18,"Sants","65-69",19
2016,4,"Les Corts",19,"les Corts","65-69",15
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","65-69",13
2016,4,"Les Corts",21,"Pedralbes","65-69",2
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","65-69",1
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","65-69",11
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","65-69",8
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","65-69",12
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","65-69",21
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","65-69",9
2016,6,"Gràcia",28,"Vallcarca i els Penitents","65-69",2
2016,6,"Gràcia",29,"el Coll","65-69",7
2016,6,"Gràcia",30,"la Salut","65-69",10
2016,6,"Gràcia",31,"la Vila de Gràcia","65-69",22
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","65-69",22
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","65-69",11
2016,7,"Horta-Guinardó",34,"Can Baró","65-69",1
2016,7,"Horta-Guinardó",35,"el Guinardó","65-69",12
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","65-69",3
2016,7,"Horta-Guinardó",37,"el Carmel","65-69",19
2016,7,"Horta-Guinardó",38,"la Teixonera","65-69",6
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","65-69",2
2016,7,"Horta-Guinardó",40,"Montbau","65-69",1
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","65-69",3
2016,7,"Horta-Guinardó",42,"la Clota","65-69",0
2016,7,"Horta-Guinardó",43,"Horta","65-69",17
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","65-69",17
2016,8,"Nou Barris",45,"Porta","65-69",13
2016,8,"Nou Barris",46,"el Turó de la Peira","65-69",7
2016,8,"Nou Barris",47,"Can Peguera","65-69",1
2016,8,"Nou Barris",48,"la Guineueta","65-69",7
2016,8,"Nou Barris",49,"Canyelles","65-69",2
2016,8,"Nou Barris",50,"les Roquetes","65-69",10
2016,8,"Nou Barris",51,"Verdun","65-69",7
2016,8,"Nou Barris",52,"la Prosperitat","65-69",18
2016,8,"Nou Barris",53,"la Trinitat Nova","65-69",3
2016,8,"Nou Barris",54,"Torre Baró","65-69",1
2016,8,"Nou Barris",55,"Ciutat Meridiana","65-69",4
2016,8,"Nou Barris",56,"Vallbona","65-69",0
2016,9,"Sant Andreu",57,"la Trinitat Vella","65-69",7
2016,9,"Sant Andreu",58,"Baró de Viver","65-69",1
2016,9,"Sant Andreu",59,"el Bon Pastor","65-69",5
2016,9,"Sant Andreu",60,"Sant Andreu","65-69",28
2016,9,"Sant Andreu",61,"la Sagrera","65-69",12
2016,9,"Sant Andreu",62,"el Congrés i els Indians","65-69",10
2016,9,"Sant Andreu",63,"Navas","65-69",9
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","65-69",28
2016,10,"Sant Martí",65,"el Clot","65-69",17
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","65-69",7
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","65-69",1
2016,10,"Sant Martí",68,"el Poblenou","65-69",15
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","65-69",4
2016,10,"Sant Martí",70,"el Besòs i el Maresme","65-69",11
2016,10,"Sant Martí",71,"Provençals del Poblenou","65-69",9
2016,10,"Sant Martí",72,"Sant Martí de Provençals","65-69",13
2016,10,"Sant Martí",73,"la Verneda i la Pau","65-69",16
2016,1,"Ciutat Vella",1,"el Raval","70-74",23
2016,1,"Ciutat Vella",2,"el Barri Gòtic","70-74",6
2016,1,"Ciutat Vella",3,"la Barceloneta","70-74",18
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","70-74",16
2016,2,"Eixample",5,"el Fort Pienc","70-74",23
2016,2,"Eixample",6,"la Sagrada Família","70-74",27
2016,2,"Eixample",7,"la Dreta de l'Eixample","70-74",34
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","70-74",32
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","70-74",41
2016,2,"Eixample",10,"Sant Antoni","70-74",22
2016,3,"Sants-Montjuïc",11,"el Poble Sec","70-74",29
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","70-74",0
2016,3,"Sants-Montjuïc",13,"la Marina de Port","70-74",20
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","70-74",9
2016,3,"Sants-Montjuïc",15,"Hostafrancs","70-74",8
2016,3,"Sants-Montjuïc",16,"la Bordeta","70-74",8
2016,3,"Sants-Montjuïc",17,"Sants - Badal","70-74",11
2016,3,"Sants-Montjuïc",18,"Sants","70-74",24
2016,4,"Les Corts",19,"les Corts","70-74",32
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","70-74",16
2016,4,"Les Corts",21,"Pedralbes","70-74",8
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","70-74",3
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","70-74",11
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","70-74",8
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","70-74",16
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","70-74",41
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","70-74",16
2016,6,"Gràcia",28,"Vallcarca i els Penitents","70-74",8
2016,6,"Gràcia",29,"el Coll","70-74",5
2016,6,"Gràcia",30,"la Salut","70-74",12
2016,6,"Gràcia",31,"la Vila de Gràcia","70-74",17
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","70-74",21
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","70-74",16
2016,7,"Horta-Guinardó",34,"Can Baró","70-74",8
2016,7,"Horta-Guinardó",35,"el Guinardó","70-74",26
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","70-74",2
2016,7,"Horta-Guinardó",37,"el Carmel","70-74",28
2016,7,"Horta-Guinardó",38,"la Teixonera","70-74",5
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","70-74",8
2016,7,"Horta-Guinardó",40,"Montbau","70-74",2
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","70-74",2
2016,7,"Horta-Guinardó",42,"la Clota","70-74",0
2016,7,"Horta-Guinardó",43,"Horta","70-74",28
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","70-74",10
2016,8,"Nou Barris",45,"Porta","70-74",20
2016,8,"Nou Barris",46,"el Turó de la Peira","70-74",7
2016,8,"Nou Barris",47,"Can Peguera","70-74",2
2016,8,"Nou Barris",48,"la Guineueta","70-74",9
2016,8,"Nou Barris",49,"Canyelles","70-74",7
2016,8,"Nou Barris",50,"les Roquetes","70-74",8
2016,8,"Nou Barris",51,"Verdun","70-74",10
2016,8,"Nou Barris",52,"la Prosperitat","70-74",22
2016,8,"Nou Barris",53,"la Trinitat Nova","70-74",3
2016,8,"Nou Barris",54,"Torre Baró","70-74",3
2016,8,"Nou Barris",55,"Ciutat Meridiana","70-74",12
2016,8,"Nou Barris",56,"Vallbona","70-74",1
2016,9,"Sant Andreu",57,"la Trinitat Vella","70-74",9
2016,9,"Sant Andreu",58,"Baró de Viver","70-74",1
2016,9,"Sant Andreu",59,"el Bon Pastor","70-74",15
2016,9,"Sant Andreu",60,"Sant Andreu","70-74",40
2016,9,"Sant Andreu",61,"la Sagrera","70-74",20
2016,9,"Sant Andreu",62,"el Congrés i els Indians","70-74",7
2016,9,"Sant Andreu",63,"Navas","70-74",16
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","70-74",31
2016,10,"Sant Martí",65,"el Clot","70-74",14
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","70-74",12
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","70-74",1
2016,10,"Sant Martí",68,"el Poblenou","70-74",20
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","70-74",3
2016,10,"Sant Martí",70,"el Besòs i el Maresme","70-74",18
2016,10,"Sant Martí",71,"Provençals del Poblenou","70-74",8
2016,10,"Sant Martí",72,"Sant Martí de Provençals","70-74",27
2016,10,"Sant Martí",73,"la Verneda i la Pau","70-74",31
2016,1,"Ciutat Vella",1,"el Raval","75-79",42
2016,1,"Ciutat Vella",2,"el Barri Gòtic","75-79",10
2016,1,"Ciutat Vella",3,"la Barceloneta","75-79",7
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","75-79",12
2016,2,"Eixample",5,"el Fort Pienc","75-79",29
2016,2,"Eixample",6,"la Sagrada Família","75-79",43
2016,2,"Eixample",7,"la Dreta de l'Eixample","75-79",37
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","75-79",48
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","75-79",46
2016,2,"Eixample",10,"Sant Antoni","75-79",27
2016,3,"Sants-Montjuïc",11,"el Poble Sec","75-79",32
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","75-79",2
2016,3,"Sants-Montjuïc",13,"la Marina de Port","75-79",35
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","75-79",6
2016,3,"Sants-Montjuïc",15,"Hostafrancs","75-79",8
2016,3,"Sants-Montjuïc",16,"la Bordeta","75-79",18
2016,3,"Sants-Montjuïc",17,"Sants - Badal","75-79",17
2016,3,"Sants-Montjuïc",18,"Sants","75-79",41
2016,4,"Les Corts",19,"les Corts","75-79",34
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","75-79",26
2016,4,"Les Corts",21,"Pedralbes","75-79",10
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","75-79",4
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","75-79",23
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","75-79",10
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","75-79",17
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","75-79",37
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","75-79",24
2016,6,"Gràcia",28,"Vallcarca i els Penitents","75-79",13
2016,6,"Gràcia",29,"el Coll","75-79",9
2016,6,"Gràcia",30,"la Salut","75-79",5
2016,6,"Gràcia",31,"la Vila de Gràcia","75-79",46
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","75-79",34
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","75-79",27
2016,7,"Horta-Guinardó",34,"Can Baró","75-79",12
