"Code","Transport","Longitude","Latitude","Bus.Stop","District.Name","Neighborhood.Name"
"K014","Day bus stop",2.095968,41.429465,"BUS -128--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.096521,41.427829,"BUS -128--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.196331,41.385254,"BUS -136--","Ciutat Vella","la Barceloneta"
"K014","Day bus stop",2.160549,41.365824,"BUS -150--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.200098,41.408673,"BUS -V27--","Sant Martí","Provençals del Poblenou"
"K014","Day bus stop",2.134455,41.353291,"BUS -125--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.185416,41.463985,"BUS -97-80-83-81--","Nou Barris","Vallbona"
"K014","Day bus stop",2.126867,41.38685,"BUS -59--","Les Corts","la Maternitat i Sant Ramon"
"K014","Day bus stop",2.133505,41.369239,"BUS -91-115--","Sants-Montjuïc","la Bordeta"
"K014","Day bus stop",2.159938,41.435479,"BUS -185--","Horta-Guinardó","Horta"
"K014","Day bus stop",2.175188,41.446599,"BUS -127--","Nou Barris","les Roquetes"
"K014","Day bus stop",2.11109,41.331845,"BUS -21--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.111281,41.331814,"BUS -21--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.183794,41.420516,"BUS -191--","Sant Andreu","Navas"
"K014","Day bus stop",2.141697,41.369633,"BUS -91-115--","Sants-Montjuïc","la Bordeta"
"K014","Day bus stop",2.177138,41.374694,"BUS -D20-H14--","Ciutat Vella","el Raval"
"K014","Day bus stop",2.189656,41.447987,"BUS -11--","Sant Andreu","la Trinitat Vella"
"K014","Day bus stop",2.120534,41.425856,"BUS -111--","",""
"K014","Day bus stop",2.190719,41.448759,"BUS -11-V31--","Sant Andreu","la Trinitat Vella"
"K014","Day bus stop",2.184629,41.427655,"BUS -62-96-V29--","Sant Andreu","la Sagrera"
"K014","Day bus stop",2.131289,41.417944,"BUS -124--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K014","Day bus stop",2.133995,41.419022,"BUS -124--","Gràcia","Vallcarca i els Penitents"
"K014","Day bus stop",2.163633,41.422303,"BUS -117--","Horta-Guinardó","la Font d'en Fargues"
"K014","Day bus stop",2.122013,41.397639,"BUS -130--","Sarrià-Sant Gervasi","Sarrià"
"K014","Day bus stop",2.143738,41.405709,"BUS -131--","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K014","Day bus stop",2.143959,41.41005,"BUS -131--","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K014","Day bus stop",2.136552,41.410786,"BUS -196--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K014","Day bus stop",2.167662,41.43213,"BUS -122--","Nou Barris","el Turó de la Peira"
"K014","Day bus stop",2.175778,41.41235,"BUS -92-192--","Horta-Guinardó","el Guinardó"
"K014","Day bus stop",2.190718,41.451157,"BUS -126--","Sant Andreu","la Trinitat Vella"
"K015","Night bus stop",2.190784,41.444215,"NITBUS -N9--","Sant Andreu","Sant Andreu"
"K014","Day bus stop",2.174634,41.454998,"BUS -83--","Nou Barris","Torre Baró"
"K014","Day bus stop",2.10859,41.403867,"BUS -130--","Sarrià-Sant Gervasi","Sarrià"
"K014","Day bus stop",2.177003,41.459675,"BUS -83--","Nou Barris","Ciutat Meridiana"
"K014","Day bus stop",2.171699,41.434159,"BUS -122--","Nou Barris","el Turó de la Peira"
"K014","Day bus stop",2.164254,41.412356,"BUS -55-114--","Horta-Guinardó","el Baix Guinardó"
"K014","Day bus stop",2.179019,41.41798,"BUS -117--","Horta-Guinardó","el Guinardó"
"K014","Day bus stop",2.173198,41.447766,"BUS -127--","Nou Barris","les Roquetes"
"K015","Night bus stop",2.11423,41.376834,"NITBUS -N3--","Les Corts","la Maternitat i Sant Ramon"
"K014","Day bus stop",2.184049,41.450104,"BUS -76-127-80-81-D50--","Nou Barris","la Trinitat Nova"
"K014","Day bus stop",2.150446,41.360001,"BUS -13-125--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.152984,41.361615,"BUS -13-125--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.166782,41.371773,"BUS -121--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.183636,41.46296,"BUS -62-76-97-80-81--","Nou Barris","Vallbona"
"K014","Day bus stop",2.174233,41.430402,"BUS -82--","Nou Barris","el Turó de la Peira"
"K014","Day bus stop",2.168245,41.449545,"BUS -82--","Nou Barris","Torre Baró"
"K014","Day bus stop",2.174722,41.450672,"BUS -82--","Nou Barris","Torre Baró"
"K014","Day bus stop",2.174846,41.450754,"BUS -82--","Nou Barris","Torre Baró"
"K014","Day bus stop",2.138679,41.379503,"BUS -CJ--","Sants-Montjuïc","Sants"
"K014","Day bus stop",2.126638,41.388993,"BUS -H6-V3--","Les Corts","Pedralbes"
"K014","Day bus stop",2.113984,41.384827,"BUS -L97-L79-H6-E43--","Les Corts","la Maternitat i Sant Ramon"
"K014","Day bus stop",2.147993,41.361119,"BUS -13--","Sants-Montjuïc","la Marina de Port"
"K014","Day bus stop",2.157318,41.365749,"BUS -13--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.202424,41.398467,"BUS -6--","Sant Martí","el Poblenou"
"K014","Day bus stop",2.12631,41.396512,"BUS -V7--","Sarrià-Sant Gervasi","les Tres Torres"
"K014","Day bus stop",2.132777,41.391453,"BUS -V7--","Les Corts","les Corts"
"K015","Night bus stop",2.17401,41.411554,"NITBUS -N0--","Horta-Guinardó","el Guinardó"
"K014","Day bus stop",2.164251,41.415607,"BUS -114--","Horta-Guinardó","Can Baró"
"K014","Day bus stop",2.135766,41.365109,"BUS -V3--","Sants-Montjuïc","la Bordeta"
"K014","Day bus stop",2.11403,41.400942,"BUS -V3--","Sarrià-Sant Gervasi","Sarrià"
"K014","Day bus stop",2.186208,41.395234,"BUS -6--","Eixample","el Fort Pienc"
"K014","Day bus stop",2.179336,41.387172,"BUS -120--","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera"
"K014","Day bus stop",2.13314,41.403756,"BUS -70--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K014","Day bus stop",2.197908,41.438942,"BUS -H8--","Sant Andreu","el Bon Pastor"
"K014","Day bus stop",2.16453,41.400528,"BUS -H8--","Gràcia","la Vila de Gràcia"
"K014","Day bus stop",2.136199,41.382349,"BUS -V5--","Les Corts","les Corts"
"K014","Day bus stop",2.13391,41.377263,"BUS -V5--","Sants-Montjuïc","Sants"
"K014","Day bus stop",2.124686,41.401327,"BUS -V9--","Sarrià-Sant Gervasi","les Tres Torres"
"K014","Day bus stop",2.136044,41.391806,"BUS -V9--","Sarrià-Sant Gervasi","les Tres Torres"
"K014","Day bus stop",2.136168,41.409962,"BUS -75--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K015","Night bus stop",2.144969,41.342278,"NITBUS -N1--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.147481,41.414378,"BUS -87--","Gràcia","Vallcarca i els Penitents"
"K014","Day bus stop",2.209369,41.413167,"BUS -H14--","Sant Martí","Provençals del Poblenou"
"K014","Day bus stop",2.143006,41.323147,"BUS -PR4-88--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.209771,41.403289,"BUS -V27-V31--","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou"
"K015","Night bus stop",2.191765,41.424619,"NITBUS -N9--","Sant Andreu","la Sagrera"
"K014","Day bus stop",2.154354,41.436719,"BUS -185--","Horta-Guinardó","Horta"
"K014","Day bus stop",2.206653,41.433222,"BUS -B21-B24--","Sant Andreu","el Bon Pastor"
"K014","Day bus stop",2.127617,41.389013,"BUS -L97--","Les Corts","Pedralbes"
"K014","Day bus stop",2.151298,41.421697,"BUS -87--","Horta-Guinardó","el Carmel"
"K014","Day bus stop",2.138464,41.36526,"BUS -L16--","Sants-Montjuïc","la Marina de Port"
"K014","Day bus stop",2.166617,41.359021,"BUS -88--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.140581,41.323916,"BUS -88--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.219918,41.412137,"BUS -B23-H16--","Sant Martí","el Besòs i el Maresme"
"K014","Day bus stop",2.219048,41.411892,"BUS -B20--","Sant Martí","el Besòs i el Maresme"
"K015","Night bus stop",2.055835,41.365599,"NITBUS -N15--","",""
"K014","Day bus stop",2.146804,41.413501,"BUS -87--","Gràcia","Vallcarca i els Penitents"
"K015","Night bus stop",2.15262,41.422432,"NITBUS -N4--","Horta-Guinardó","el Carmel"
"K014","Day bus stop",2.126679,41.403198,"BUS -V9--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K014","Day bus stop",2.112411,41.390323,"BUS -54--","Les Corts","Pedralbes"
"K014","Day bus stop",2.136179,41.375739,"BUS -V5--","Sants-Montjuïc","Sants"
"K014","Day bus stop",2.143367,41.358339,"BUS -V5--","Sants-Montjuïc","la Marina de Port"
"K014","Day bus stop",2.121835,41.376301,"BUS -M12--","Les Corts","la Maternitat i Sant Ramon"
"K014","Day bus stop",2.204313,41.392477,"BUS -BCTE--","Sant Martí","el Poblenou"
"K014","Day bus stop",2.178992,41.372789,"BUS -BCTO--","Ciutat Vella","el Raval"
"K014","Day bus stop",2.150212,41.393489,"BUS -BCTO--","Eixample","l'Antiga Esquerra de l'Eixample"
"K014","Day bus stop",2.216196,41.411515,"BUS -B23--","Sant Martí","el Besòs i el Maresme"
"K014","Day bus stop",2.140728,41.32387,"BUS -88--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.170459,41.390184,"BUS -52--","Eixample","la Dreta de l'Eixample"
"K015","Night bus stop",2.170459,41.390184,"NITBUS -N1-N2-N3-N7--","Eixample","la Dreta de l'Eixample"
"K014","Day bus stop",2.186462,41.403695,"BUS -7-H12--","Sant Martí","el Parc i la Llacuna del Poblenou"
"K014","Day bus stop",2.142118,41.425139,"BUS -27-60-119-V15-H4--","Horta-Guinardó","Montbau"
"K014","Day bus stop",2.187505,41.402519,"BUS -7-92--","Sant Martí","el Parc i la Llacuna del Poblenou"
"K014","Day bus stop",2.149976,41.408502,"BUS -87--","Gràcia","Vallcarca i els Penitents"
"K014","Day bus stop",2.149058,41.418152,"BUS -87--","Gràcia","el Coll"
"K014","Day bus stop",2.11802,41.404146,"BUS -130--","Sarrià-Sant Gervasi","Sarrià"
"K015","Night bus stop",2.145244,41.378403,"NITBUS -N0--","Sants-Montjuïc","Hostafrancs"
"K014","Day bus stop",2.132752,41.385546,"BUS -59-H8--","Les Corts","les Corts"
"K014","Day bus stop",2.131293,41.393263,"BUS -70-H6--","Sarrià-Sant Gervasi","les Tres Torres"
"K015","Night bus stop",2.131293,41.393263,"NITBUS -N0-N7--","Sarrià-Sant Gervasi","les Tres Torres"
"K014","Day bus stop",2.135749,41.382023,"BUS -H10--","Les Corts","les Corts"
"K015","Night bus stop",2.128845,41.388442,"NITBUS -N12--","Les Corts","les Corts"
"K014","Day bus stop",2.183211,41.400544,"BUS -7-H12--","Eixample","el Fort Pienc"
"K014","Day bus stop",2.173768,41.393873,"BUS -7-54-62-H12--","Eixample","la Dreta de l'Eixample"
"K014","Day bus stop",2.139112,41.405734,"BUS -V15--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K014","Day bus stop",2.148718,41.375695,"BUS -V7--","Sants-Montjuïc","Hostafrancs"
"K014","Day bus stop",2.11147,41.384762,"BUS -7--","Les Corts","Pedralbes"
"K014","Day bus stop",2.159227,41.383322,"BUS -59-V11--","Eixample","l'Antiga Esquerra de l'Eixample"
"K014","Day bus stop",2.159973,41.386169,"BUS -54-V13--","Eixample","l'Antiga Esquerra de l'Eixample"
"K014","Day bus stop",2.200675,41.413937,"BUS -H12--","Sant Martí","Sant Martí de Provençals"
"K014","Day bus stop",2.214686,41.415101,"BUS -V31-136--","Sant Martí","el Besòs i el Maresme"
"K014","Day bus stop",2.173204,41.430265,"BUS -V27--","Nou Barris","Vilapicina i la Torre Llobeta"
"K015","Night bus stop",2.172122,41.426534,"NITBUS -N4--","Horta-Guinardó","la Font d'en Fargues"
"K014","Day bus stop",2.161936,41.368926,"BUS -55-150--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.132108,41.397725,"BUS -68-V9--","Sarrià-Sant Gervasi","les Tres Torres"
"K014","Day bus stop",2.133709,41.39773,"BUS -68--","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K015","Night bus stop",2.134842,41.400193,"NITBUS -N0--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K015","Night bus stop",2.123475,41.401009,"NITBUS -N8--","Sarrià-Sant Gervasi","les Tres Torres"
"K015","Night bus stop",2.138156,41.414442,"NITBUS -N4--","Gràcia","Vallcarca i els Penitents"
"K014","Day bus stop",2.204844,41.439239,"BUS -11-H4--","Sant Andreu","el Bon Pastor"
"K014","Day bus stop",2.154367,41.435211,"BUS -185--","Horta-Guinardó","Horta"
"K014","Day bus stop",2.123368,41.399999,"BUS -68-V7--","Sarrià-Sant Gervasi","Sarrià"
"K015","Night bus stop",2.142024,41.385041,"NITBUS -N3--","Sants-Montjuïc","Sants"
"K014","Day bus stop",2.15353,41.354714,"BUS -107--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.126262,41.393883,"BUS -34-130-V3--","Sarrià-Sant Gervasi","Sarrià"
"K015","Night bus stop",2.126262,41.393883,"NITBUS -N7--","Sarrià-Sant Gervasi","Sarrià"
"K015","Night bus stop",2.163787,41.383074,"NITBUS -N6--","Ciutat Vella","el Raval"
"K015","Night bus stop",2.145754,41.431343,"NITBUS -N4--","Horta-Guinardó","la Vall d'Hebron"
"K014","Day bus stop",2.134358,41.375398,"BUS -D20-52--","Sants-Montjuïc","Sants"
"K014","Day bus stop",2.091507,41.427252,"BUS -118--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.089757,41.426143,"BUS -118--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.097161,41.425365,"BUS -128--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.096634,41.424174,"BUS -128--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.096525,41.424203,"BUS -128--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.136328,41.322357,"BUS -110--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.147704,41.409243,"BUS -22-V17--","Gràcia","Vallcarca i els Penitents"
"K014","Day bus stop",2.165584,41.401322,"BUS -45-47--","Gràcia","el Camp d'en Grassot i Gràcia Nova"
"K015","Night bus stop",2.1556,41.38682,"NITBUS -N7--","Eixample","l'Antiga Esquerra de l'Eixample"
"K015","Night bus stop",2.156748,41.389542,"NITBUS -N7--","Eixample","l'Antiga Esquerra de l'Eixample"
"K015","Night bus stop",2.161361,41.384504,"NITBUS -N1-N12-N13-N14-N15-N16-N17-N2-N18-N28--","Eixample","l'Antiga Esquerra de l'Eixample"
"K014","Day bus stop",2.162301,41.389504,"BUS -7-63-67-V15--","Eixample","l'Antiga Esquerra de l'Eixample"
"K015","Night bus stop",2.173431,41.446931,"NITBUS -N6--","Nou Barris","les Roquetes"
"K015","Night bus stop",2.191279,41.436911,"NITBUS -N9--","Sant Andreu","Sant Andreu"
"K014","Day bus stop",2.151942,41.377446,"BUS -H12-52--","Eixample","la Nova Esquerra de l'Eixample"
"K015","Night bus stop",2.147624,41.392084,"NITBUS -N7--","Eixample","l'Antiga Esquerra de l'Eixample"
"K014","Day bus stop",2.136572,41.365873,"BUS -46-65-79-109-L70-L72-L80-L81-L87-L94-L95-H12-H16--","Sants-Montjuïc","la Bordeta"
"K014","Day bus stop",2.111717,41.401957,"BUS -V3--","Sarrià-Sant Gervasi","Sarrià"
"K015","Night bus stop",2.111717,41.401957,"NITBUS -N8--","Sarrià-Sant Gervasi","Sarrià"
"K014","Day bus stop",2.162048,41.441526,"BUS -27-47-82-V27--","Nou Barris","Canyelles"
"K015","Night bus stop",2.162048,41.441526,"NITBUS -N6--","Nou Barris","Canyelles"
"K014","Day bus stop",2.166858,41.415138,"BUS -39-55-D40--","Horta-Guinardó","el Baix Guinardó"
"K014","Day bus stop",2.110009,41.384033,"BUS -67--","Les Corts","Pedralbes"
"K014","Day bus stop",2.154321,41.353035,"BUS -107--","Sants-Montjuïc","el Poble-sec"
"K015","Night bus stop",2.17966,41.415258,"NITBUS -N1-N4--","Horta-Guinardó","el Guinardó"
"K015","Night bus stop",2.125803,41.390865,"NITBUS -N7--","Les Corts","Pedralbes"
"K014","Day bus stop",2.185508,41.430279,"BUS -11-34-126--","Sant Andreu","Sant Andreu"
"K014","Day bus stop",2.189767,41.449483,"BUS -11-126-127-V31--","Sant Andreu","la Trinitat Vella"
"K014","Day bus stop",2.12165,41.388146,"BUS -63-78-V5--","Les Corts","Pedralbes"
"K014","Day bus stop",2.164531,41.374894,"BUS -D20-V11--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.161706,41.384431,"BUS -59-L94-L95-H12-E95-52--","Eixample","Sant Antoni"
"K014","Day bus stop",2.12726,41.384245,"BUS -59-70-75-V3-V5-M12--","Les Corts","la Maternitat i Sant Ramon"
"K015","Night bus stop",2.138599,41.413459,"NITBUS -N4-N5--","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K014","Day bus stop",2.180529,41.447411,"BUS -11-76-127-80-81-V29-D50--","Nou Barris","la Trinitat Nova"
"K014","Day bus stop",2.143583,41.389226,"BUS -27-59-H8-D40--","Eixample","la Nova Esquerra de l'Eixample"
"K014","Day bus stop",2.141688,41.365343,"BUS -13-125--","Sants-Montjuïc","la Marina de Port"
"K015","Night bus stop",2.175529,41.439316,"NITBUS -N1--","Nou Barris","la Prosperitat"
"K015","Night bus stop",2.157742,41.439107,"NITBUS -N4--","Horta-Guinardó","Horta"
"K014","Day bus stop",2.13077,41.416425,"BUS -196--","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova"
"K014","Day bus stop",2.203614,41.439303,"BUS -60-V33--","Sant Andreu","el Bon Pastor"
"K015","Night bus stop",2.203614,41.439303,"NITBUS -N8--","Sant Andreu","el Bon Pastor"
"K015","Night bus stop",2.199804,41.441646,"NITBUS -N8--","Sant Andreu","el Bon Pastor"
"K015","Night bus stop",2.183149,41.460899,"NITBUS -N3--","Nou Barris","Vallbona"
"K014","Day bus stop",2.113957,41.382044,"BUS -54--","Les Corts","la Maternitat i Sant Ramon"
"K015","Night bus stop",2.175194,41.410063,"NITBUS -N1-N4--","Eixample","la Sagrada Família"
"K014","Day bus stop",2.167699,41.390106,"BUS -7-22-24-V15--","Eixample","la Dreta de l'Eixample"
"K015","Night bus stop",2.167699,41.390106,"NITBUS -N4-N5-N6-N7--","Eixample","la Dreta de l'Eixample"
"K014","Day bus stop",2.162536,41.385992,"BUS -54-63-67-V13--","Eixample","l'Antiga Esquerra de l'Eixample"
"K014","Day bus stop",2.142728,41.382919,"BUS -27-D40--","Eixample","la Nova Esquerra de l'Eixample"
"K014","Day bus stop",2.131474,41.393205,"BUS -70-H6--","Sarrià-Sant Gervasi","les Tres Torres"
"K015","Night bus stop",2.176149,41.424546,"NITBUS -N6--","Horta-Guinardó","el Guinardó"
"K014","Day bus stop",2.157678,41.389691,"BUS -54-67-V13--","Eixample","l'Antiga Esquerra de l'Eixample"
"K015","Night bus stop",2.157678,41.389691,"NITBUS -N3-N8--","Eixample","l'Antiga Esquerra de l'Eixample"
"K014","Day bus stop",2.152107,41.424825,"BUS -19-87--","Horta-Guinardó","el Carmel"
"K015","Night bus stop",2.122869,41.333047,"NITBUS -N1--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.187948,41.451436,"BUS -76-D50--","Nou Barris","la Trinitat Nova"
"K014","Day bus stop",2.163203,41.439722,"BUS -60-127--","Nou Barris","la Guineueta"
"K015","Night bus stop",2.151129,41.401272,"NITBUS -N4--","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K015","Night bus stop",2.140792,41.398091,"NITBUS -N7--","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K014","Day bus stop",2.117516,41.404839,"BUS -60-V7--","Sarrià-Sant Gervasi","Sarrià"
"K014","Day bus stop",2.141731,41.399875,"BUS -V13--","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K014","Day bus stop",2.121077,41.393325,"BUS -V3--","Sarrià-Sant Gervasi","Sarrià"
"K014","Day bus stop",2.176931,41.410819,"BUS -117--","Eixample","la Sagrada Família"
"K015","Night bus stop",2.179666,41.462137,"NITBUS -N3--","Nou Barris","Ciutat Meridiana"
"K014","Day bus stop",2.16228,41.416184,"BUS -114--","Horta-Guinardó","Can Baró"
"K014","Day bus stop",2.172936,41.421254,"BUS -39-55--","Horta-Guinardó","el Guinardó"
"K014","Day bus stop",2.143908,41.373174,"BUS -91--","Sants-Montjuïc","Hostafrancs"
"K014","Day bus stop",2.139986,41.371118,"BUS -91--","Sants-Montjuïc","la Bordeta"
"K014","Day bus stop",2.146254,41.405845,"BUS -H6--","Sarrià-Sant Gervasi","el Putxet i el Farró"
"K015","Night bus stop",2.120538,41.400902,"NITBUS -N8-N10--","Sarrià-Sant Gervasi","Sarrià"
"K014","Day bus stop",2.177747,41.430355,"BUS -11-34--","Nou Barris","Porta"
"K014","Day bus stop",2.176745,41.430369,"BUS -122-H6-V27-V29--","Nou Barris","Porta"
"K015","Night bus stop",2.190101,41.378426,"NITBUS -N8-N28--","Ciutat Vella","la Barceloneta"
"K014","Day bus stop",2.186177,41.394308,"BUS -B25-B20--","Eixample","el Fort Pienc"
"K015","Night bus stop",2.187393,41.380006,"NITBUS -N8-N28--","Ciutat Vella","la Barceloneta"
"K014","Day bus stop",2.187285,41.379864,"BUS -39-45-59-D20-V15--","Ciutat Vella","la Barceloneta"
"K014","Day bus stop",2.188186,41.377589,"BUS -39-V15--","Ciutat Vella","la Barceloneta"
"K015","Night bus stop",2.15318,41.433144,"NITBUS -N4--","Horta-Guinardó","Horta"
"K015","Night bus stop",2.199246,41.444571,"NITBUS -N8--","Sant Andreu","Baró de Viver"
"K014","Day bus stop",2.141631,41.421456,"BUS -19-119--","Gràcia","Vallcarca i els Penitents"
"K015","Night bus stop",2.177257,41.46267,"NITBUS -N3--","Nou Barris","Ciutat Meridiana"
"K014","Day bus stop",2.144984,41.365376,"BUS -13--","Sants-Montjuïc","el Poble-sec"
"K015","Night bus stop",2.198991,41.390345,"NITBUS -N6-N8-N28--","Sant Martí","la Vila Olímpica del Poblenou"
"K014","Day bus stop",2.12799,41.375529,"BUS -D20-52--","Sants-Montjuïc","Sants - Badal"
"K015","Night bus stop",2.134379,41.375516,"NITBUS -N14-N2-N28--","Sants-Montjuïc","Sants"
"K014","Day bus stop",2.113173,41.401324,"BUS -130--","Sarrià-Sant Gervasi","Sarrià"
"K014","Day bus stop",2.1878,41.448138,"BUS -62-96-97-104--","Nou Barris","la Trinitat Nova"
"K014","Day bus stop",2.14636,41.382047,"BUS -109-H10--","Eixample","la Nova Esquerra de l'Eixample"
"K015","Night bus stop",2.125178,41.377073,"NITBUS -N3--","Sants-Montjuïc","Sants - Badal"
"K014","Day bus stop",2.149902,41.371199,"BUS -13-150--","Sants-Montjuïc","la Font de la Guatlla"
"K014","Day bus stop",2.16017,41.420628,"BUS -24--","Horta-Guinardó","el Carmel"
"K014","Day bus stop",2.13572,41.386323,"BUS -59-78-V7-H8--","Les Corts","les Corts"
"K015","Night bus stop",2.155079,41.419958,"NITBUS -N4-N5--","Horta-Guinardó","el Carmel"
"K015","Night bus stop",2.174816,41.387093,"NITBUS -N8-N28--","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera"
"K014","Day bus stop",2.173347,41.388813,"BUS -39-55-H16--","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera"
"K014","Day bus stop",2.144534,41.352309,"BUS -23-109-V3--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.167215,41.374902,"BUS -21-D20-H14-88-V11--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.131286,41.428026,"BUS -112--","Horta-Guinardó","Sant Genís dels Agudells"
"K014","Day bus stop",2.110108,41.415921,"BUS -111--","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes"
"K014","Day bus stop",2.200392,41.394927,"BUS -92--","Sant Martí","el Poblenou"
"K014","Day bus stop",2.140321,41.334974,"BUS -21-109--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.142187,41.338044,"BUS -21-109--","Sants-Montjuïc","la Marina del Prat Vermell"
"K014","Day bus stop",2.19473,41.405476,"BUS -7--","Sant Martí","Provençals del Poblenou"
"K014","Day bus stop",2.15139,41.366505,"BUS -125-150--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.191103,41.423054,"BUS -34-126-H8-V29--","Sant Andreu","la Sagrera"
"K015","Night bus stop",2.186763,41.422111,"NITBUS -N3--","Sant Andreu","la Sagrera"
"K014","Day bus stop",2.121582,41.386999,"BUS -7-33-L97-H6--","Les Corts","Pedralbes"
"K015","Night bus stop",2.147411,41.376693,"NITBUS -N0--","Sants-Montjuïc","Hostafrancs"
"K014","Day bus stop",2.194785,41.428154,"BUS -11-34-126-H8-V31--","Sant Andreu","Sant Andreu"
"K015","Night bus stop",2.18364,41.429132,"NITBUS -N3--","Nou Barris","Vilapicina i la Torre Llobeta"
"K014","Day bus stop",2.17809,41.427278,"BUS -V27--","Sant Andreu","el Congrés i els Indians"
"K015","Night bus stop",2.163154,41.406671,"NITBUS -N6--","Gràcia","el Camp d'en Grassot i Gràcia Nova"
"K014","Day bus stop",2.110777,41.387434,"BUS -54-75-113-EP1-JM-H4-E44--","Les Corts","Pedralbes"
"K015","Night bus stop",2.147953,41.400865,"NITBUS -N5--","Sarrià-Sant Gervasi","Sant Gervasi - Galvany"
"K015","Night bus stop",2.168336,41.427483,"NITBUS -N4--","Nou Barris","Vilapicina i la Torre Llobeta"
"K014","Day bus stop",2.170492,41.398873,"BUS -6-55--","Eixample","la Dreta de l'Eixample"
"K014","Day bus stop",2.174874,41.40582,"BUS -19-V21--","Eixample","la Sagrada Família"
"K014","Day bus stop",2.141496,41.433022,"BUS -V21--","Horta-Guinardó","Montbau"
"K015","Night bus stop",2.147065,41.435064,"NITBUS -N4--","Horta-Guinardó","Montbau"
"K015","Night bus stop",2.191113,41.439308,"NITBUS -N9--","Sant Andreu","Sant Andreu"
"K015","Night bus stop",2.190699,41.442287,"NITBUS -N9--","Sant Andreu","Sant Andreu"
"K014","Day bus stop",2.183646,41.433363,"BUS -62-96-126--","Sant Andreu","Sant Andreu"
"K014","Day bus stop",2.187569,41.449269,"BUS -76-D50--","Nou Barris","la Trinitat Nova"
"K014","Day bus stop",2.204043,41.436004,"BUS -11--","Sant Andreu","el Bon Pastor"
"K014","Day bus stop",2.191109,41.437012,"BUS -H4-V31--","Sant Andreu","Sant Andreu"
"K014","Day bus stop",2.145167,41.367836,"BUS -23-150--","Sants-Montjuïc","el Poble-sec"
"K014","Day bus stop",2.174325,41.462261,"BUS -83--","Nou Barris","Ciutat Meridiana"
