"Year","District Code","District Name","Neighborhood Code","Neighborhood Name","Age","Immigrants","Emigrants"
2016,7,"Horta-Guinardó",35,"el Guinardó","50-54",57,43
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","50-54",6,7
2016,7,"Horta-Guinardó",37,"el Carmel","50-54",54,40
2016,7,"Horta-Guinardó",38,"la Teixonera","50-54",19,17
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","50-54",12,9
2016,7,"Horta-Guinardó",40,"Montbau","50-54",7,6
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","50-54",9,9
2016,7,"Horta-Guinardó",42,"la Clota","50-54",1,0
2016,7,"Horta-Guinardó",43,"Horta","50-54",45,35
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","50-54",40,31
2016,8,"Nou Barris",45,"Porta","50-54",46,40
2016,8,"Nou Barris",46,"el Turó de la Peira","50-54",32,18
2016,8,"Nou Barris",47,"Can Peguera","50-54",6,3
2016,8,"Nou Barris",48,"la Guineueta","50-54",17,14
2016,8,"Nou Barris",49,"Canyelles","50-54",7,4
2016,8,"Nou Barris",50,"les Roquetes","50-54",25,21
2016,8,"Nou Barris",51,"Verdun","50-54",27,13
2016,8,"Nou Barris",52,"la Prosperitat","50-54",48,33
2016,8,"Nou Barris",53,"la Trinitat Nova","50-54",14,15
2016,8,"Nou Barris",54,"Torre Baró","50-54",10,3
2016,8,"Nou Barris",55,"Ciutat Meridiana","50-54",30,17
2016,8,"Nou Barris",56,"Vallbona","50-54",0,1
2016,9,"Sant Andreu",57,"la Trinitat Vella","50-54",28,16
2016,9,"Sant Andreu",58,"Baró de Viver","50-54",4,3
2016,9,"Sant Andreu",59,"el Bon Pastor","50-54",18,23
2016,9,"Sant Andreu",60,"Sant Andreu","50-54",72,54
2016,9,"Sant Andreu",61,"la Sagrera","50-54",46,35
2016,9,"Sant Andreu",62,"el Congrés i els Indians","50-54",25,17
2016,9,"Sant Andreu",63,"Navas","50-54",40,26
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","50-54",64,61
2016,10,"Sant Martí",65,"el Clot","50-54",46,36
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","50-54",15,31
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","50-54",15,14
2016,10,"Sant Martí",68,"el Poblenou","50-54",49,54
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","50-54",31,15
2016,10,"Sant Martí",70,"el Besòs i el Maresme","50-54",69,48
2016,10,"Sant Martí",71,"Provençals del Poblenou","50-54",40,35
2016,10,"Sant Martí",72,"Sant Martí de Provençals","50-54",50,39
2016,10,"Sant Martí",73,"la Verneda i la Pau","50-54",48,29
2016,99,"No consta",99,"No consta","50-54",0,0
2016,1,"Ciutat Vella",1,"el Raval","55-59",96,60
2016,1,"Ciutat Vella",2,"el Barri Gòtic","55-59",41,27
2016,1,"Ciutat Vella",3,"la Barceloneta","55-59",29,27
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","55-59",36,21
2016,2,"Eixample",5,"el Fort Pienc","55-59",55,36
2016,2,"Eixample",6,"la Sagrada Família","55-59",68,59
2016,2,"Eixample",7,"la Dreta de l'Eixample","55-59",73,65
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","55-59",60,44
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","55-59",87,52
2016,2,"Eixample",10,"Sant Antoni","55-59",51,60
2016,3,"Sants-Montjuïc",11,"el Poble Sec","55-59",75,54
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","55-59",0,3
2016,3,"Sants-Montjuïc",13,"la Marina de Port","55-59",37,39
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","55-59",11,13
2016,3,"Sants-Montjuïc",15,"Hostafrancs","55-59",20,20
2016,3,"Sants-Montjuïc",16,"la Bordeta","55-59",35,27
2016,3,"Sants-Montjuïc",17,"Sants - Badal","55-59",29,43
2016,3,"Sants-Montjuïc",18,"Sants","55-59",56,55
2016,4,"Les Corts",19,"les Corts","55-59",47,53
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","55-59",37,35
2016,4,"Les Corts",21,"Pedralbes","55-59",32,16
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","55-59",9,3
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","55-59",37,35
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","55-59",18,21
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","55-59",23,30
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","55-59",60,64
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","55-59",28,28
2016,6,"Gràcia",28,"Vallcarca i els Penitents","55-59",27,19
2016,6,"Gràcia",29,"el Coll","55-59",10,5
2016,6,"Gràcia",30,"la Salut","55-59",18,8
2016,6,"Gràcia",31,"la Vila de Gràcia","55-59",69,49
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","55-59",19,36
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","55-59",36,26
2016,7,"Horta-Guinardó",34,"Can Baró","55-59",8,7
2016,7,"Horta-Guinardó",35,"el Guinardó","55-59",46,38
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","55-59",8,13
2016,7,"Horta-Guinardó",37,"el Carmel","55-59",26,31
2016,7,"Horta-Guinardó",38,"la Teixonera","55-59",14,10
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","55-59",11,3
2016,7,"Horta-Guinardó",40,"Montbau","55-59",5,3
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","55-59",4,4
2016,7,"Horta-Guinardó",42,"la Clota","55-59",0,0
2016,7,"Horta-Guinardó",43,"Horta","55-59",24,22
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","55-59",34,37
2016,8,"Nou Barris",45,"Porta","55-59",39,30
2016,8,"Nou Barris",46,"el Turó de la Peira","55-59",26,13
2016,8,"Nou Barris",47,"Can Peguera","55-59",5,2
2016,8,"Nou Barris",48,"la Guineueta","55-59",10,11
2016,8,"Nou Barris",49,"Canyelles","55-59",4,9
2016,8,"Nou Barris",50,"les Roquetes","55-59",26,16
2016,8,"Nou Barris",51,"Verdun","55-59",23,16
2016,8,"Nou Barris",52,"la Prosperitat","55-59",28,18
2016,8,"Nou Barris",53,"la Trinitat Nova","55-59",14,12
2016,8,"Nou Barris",54,"Torre Baró","55-59",3,2
2016,8,"Nou Barris",55,"Ciutat Meridiana","55-59",16,12
2016,8,"Nou Barris",56,"Vallbona","55-59",3,3
2016,9,"Sant Andreu",57,"la Trinitat Vella","55-59",13,15
2016,9,"Sant Andreu",58,"Baró de Viver","55-59",3,5
2016,9,"Sant Andreu",59,"el Bon Pastor","55-59",19,20
2016,9,"Sant Andreu",60,"Sant Andreu","55-59",66,58
2016,9,"Sant Andreu",61,"la Sagrera","55-59",28,26
2016,9,"Sant Andreu",62,"el Congrés i els Indians","55-59",18,14
2016,9,"Sant Andreu",63,"Navas","55-59",32,19
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","55-59",50,48
2016,10,"Sant Martí",65,"el Clot","55-59",29,33
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","55-59",17,19
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","55-59",15,9
2016,10,"Sant Martí",68,"el Poblenou","55-59",28,32
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","55-59",25,7
2016,10,"Sant Martí",70,"el Besòs i el Maresme","55-59",36,28
2016,10,"Sant Martí",71,"Provençals del Poblenou","55-59",31,29
2016,10,"Sant Martí",72,"Sant Martí de Provençals","55-59",37,33
2016,10,"Sant Martí",73,"la Verneda i la Pau","55-59",34,31
2016,99,"No consta",99,"No consta","55-59",0,0
2016,1,"Ciutat Vella",1,"el Raval","60-64",84,51
2016,1,"Ciutat Vella",2,"el Barri Gòtic","60-64",32,16
2016,1,"Ciutat Vella",3,"la Barceloneta","60-64",29,20
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","60-64",26,17
2016,2,"Eixample",5,"el Fort Pienc","60-64",32,29
2016,2,"Eixample",6,"la Sagrada Família","60-64",57,53
2016,2,"Eixample",7,"la Dreta de l'Eixample","60-64",61,47
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","60-64",45,47
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","60-64",56,57
2016,2,"Eixample",10,"Sant Antoni","60-64",37,29
2016,3,"Sants-Montjuïc",11,"el Poble Sec","60-64",35,39
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","60-64",0,1
2016,3,"Sants-Montjuïc",13,"la Marina de Port","60-64",27,30
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","60-64",15,11
2016,3,"Sants-Montjuïc",15,"Hostafrancs","60-64",13,16
2016,3,"Sants-Montjuïc",16,"la Bordeta","60-64",29,17
2016,3,"Sants-Montjuïc",17,"Sants - Badal","60-64",24,37
2016,3,"Sants-Montjuïc",18,"Sants","60-64",39,45
2016,4,"Les Corts",19,"les Corts","60-64",47,44
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","60-64",28,27
2016,4,"Les Corts",21,"Pedralbes","60-64",13,22
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","60-64",10,8
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","60-64",17,18
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","60-64",12,10
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","60-64",20,32
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","60-64",49,54
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","60-64",33,41
2016,6,"Gràcia",28,"Vallcarca i els Penitents","60-64",13,14
2016,6,"Gràcia",29,"el Coll","60-64",8,7
2016,6,"Gràcia",30,"la Salut","60-64",10,10
2016,6,"Gràcia",31,"la Vila de Gràcia","60-64",48,43
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","60-64",37,30
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","60-64",24,26
2016,7,"Horta-Guinardó",34,"Can Baró","60-64",6,10
2016,7,"Horta-Guinardó",35,"el Guinardó","60-64",27,23
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","60-64",9,7
2016,7,"Horta-Guinardó",37,"el Carmel","60-64",23,21
2016,7,"Horta-Guinardó",38,"la Teixonera","60-64",5,9
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","60-64",6,4
2016,7,"Horta-Guinardó",40,"Montbau","60-64",8,6
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","60-64",10,6
2016,7,"Horta-Guinardó",42,"la Clota","60-64",1,1
2016,7,"Horta-Guinardó",43,"Horta","60-64",18,13
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","60-64",18,22
2016,8,"Nou Barris",45,"Porta","60-64",27,27
2016,8,"Nou Barris",46,"el Turó de la Peira","60-64",19,9
2016,8,"Nou Barris",47,"Can Peguera","60-64",2,0
2016,8,"Nou Barris",48,"la Guineueta","60-64",8,8
2016,8,"Nou Barris",49,"Canyelles","60-64",5,9
2016,8,"Nou Barris",50,"les Roquetes","60-64",16,13
2016,8,"Nou Barris",51,"Verdun","60-64",8,12
2016,8,"Nou Barris",52,"la Prosperitat","60-64",14,17
2016,8,"Nou Barris",53,"la Trinitat Nova","60-64",8,7
2016,8,"Nou Barris",54,"Torre Baró","60-64",1,0
2016,8,"Nou Barris",55,"Ciutat Meridiana","60-64",9,7
2016,8,"Nou Barris",56,"Vallbona","60-64",2,1
2016,9,"Sant Andreu",57,"la Trinitat Vella","60-64",10,7
2016,9,"Sant Andreu",58,"Baró de Viver","60-64",1,3
2016,9,"Sant Andreu",59,"el Bon Pastor","60-64",9,13
2016,9,"Sant Andreu",60,"Sant Andreu","60-64",40,54
2016,9,"Sant Andreu",61,"la Sagrera","60-64",29,25
2016,9,"Sant Andreu",62,"el Congrés i els Indians","60-64",12,10
2016,9,"Sant Andreu",63,"Navas","60-64",18,32
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","60-64",41,45
2016,10,"Sant Martí",65,"el Clot","60-64",30,29
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","60-64",12,13
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","60-64",8,7
2016,10,"Sant Martí",68,"el Poblenou","60-64",22,17
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","60-64",9,12
2016,10,"Sant Martí",70,"el Besòs i el Maresme","60-64",31,14
2016,10,"Sant Martí",71,"Provençals del Poblenou","60-64",19,21
2016,10,"Sant Martí",72,"Sant Martí de Provençals","60-64",36,20
2016,10,"Sant Martí",73,"la Verneda i la Pau","60-64",24,23
2016,99,"No consta",99,"No consta","60-64",2,0
2016,1,"Ciutat Vella",1,"el Raval","65-69",55,36
2016,1,"Ciutat Vella",2,"el Barri Gòtic","65-69",21,10
2016,1,"Ciutat Vella",3,"la Barceloneta","65-69",10,12
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","65-69",11,17
2016,2,"Eixample",5,"el Fort Pienc","65-69",20,23
2016,2,"Eixample",6,"la Sagrada Família","65-69",42,36
2016,2,"Eixample",7,"la Dreta de l'Eixample","65-69",54,42
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","65-69",40,50
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","65-69",55,64
2016,2,"Eixample",10,"Sant Antoni","65-69",25,36
2016,3,"Sants-Montjuïc",11,"el Poble Sec","65-69",40,53
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","65-69",0,0
2016,3,"Sants-Montjuïc",13,"la Marina de Port","65-69",19,23
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","65-69",7,14
2016,3,"Sants-Montjuïc",15,"Hostafrancs","65-69",14,22
2016,3,"Sants-Montjuïc",16,"la Bordeta","65-69",20,20
2016,3,"Sants-Montjuïc",17,"Sants - Badal","65-69",20,27
2016,3,"Sants-Montjuïc",18,"Sants","65-69",36,34
2016,4,"Les Corts",19,"les Corts","65-69",34,47
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","65-69",27,23
2016,4,"Les Corts",21,"Pedralbes","65-69",13,10
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","65-69",2,0
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","65-69",18,22
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","65-69",11,19
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","65-69",25,23
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","65-69",38,52
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","65-69",25,40
2016,6,"Gràcia",28,"Vallcarca i els Penitents","65-69",11,12
2016,6,"Gràcia",29,"el Coll","65-69",9,10
2016,6,"Gràcia",30,"la Salut","65-69",14,10
2016,6,"Gràcia",31,"la Vila de Gràcia","65-69",32,45
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","65-69",26,21
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","65-69",19,15
2016,7,"Horta-Guinardó",34,"Can Baró","65-69",5,15
2016,7,"Horta-Guinardó",35,"el Guinardó","65-69",22,33
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","65-69",5,9
2016,7,"Horta-Guinardó",37,"el Carmel","65-69",23,22
2016,7,"Horta-Guinardó",38,"la Teixonera","65-69",3,10
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","65-69",4,7
2016,7,"Horta-Guinardó",40,"Montbau","65-69",3,2
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","65-69",6,5
2016,7,"Horta-Guinardó",42,"la Clota","65-69",0,0
2016,7,"Horta-Guinardó",43,"Horta","65-69",10,21
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","65-69",22,22
2016,8,"Nou Barris",45,"Porta","65-69",15,14
2016,8,"Nou Barris",46,"el Turó de la Peira","65-69",15,14
2016,8,"Nou Barris",47,"Can Peguera","65-69",2,0
2016,8,"Nou Barris",48,"la Guineueta","65-69",4,5
2016,8,"Nou Barris",49,"Canyelles","65-69",2,1
2016,8,"Nou Barris",50,"les Roquetes","65-69",17,16
2016,8,"Nou Barris",51,"Verdun","65-69",10,6
2016,8,"Nou Barris",52,"la Prosperitat","65-69",18,16
2016,8,"Nou Barris",53,"la Trinitat Nova","65-69",9,9
2016,8,"Nou Barris",54,"Torre Baró","65-69",1,1
2016,8,"Nou Barris",55,"Ciutat Meridiana","65-69",4,11
2016,8,"Nou Barris",56,"Vallbona","65-69",0,2
2016,9,"Sant Andreu",57,"la Trinitat Vella","65-69",5,4
2016,9,"Sant Andreu",58,"Baró de Viver","65-69",1,3
2016,9,"Sant Andreu",59,"el Bon Pastor","65-69",7,12
2016,9,"Sant Andreu",60,"Sant Andreu","65-69",48,42
2016,9,"Sant Andreu",61,"la Sagrera","65-69",20,22
2016,9,"Sant Andreu",62,"el Congrés i els Indians","65-69",9,5
2016,9,"Sant Andreu",63,"Navas","65-69",21,20
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","65-69",27,32
2016,10,"Sant Martí",65,"el Clot","65-69",19,26
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","65-69",9,13
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","65-69",6,11
2016,10,"Sant Martí",68,"el Poblenou","65-69",25,20
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","65-69",19,12
2016,10,"Sant Martí",70,"el Besòs i el Maresme","65-69",22,20
2016,10,"Sant Martí",71,"Provençals del Poblenou","65-69",10,10
2016,10,"Sant Martí",72,"Sant Martí de Provençals","65-69",17,20
2016,10,"Sant Martí",73,"la Verneda i la Pau","65-69",13,14
2016,99,"No consta",99,"No consta","65-69",0,0
2016,1,"Ciutat Vella",1,"el Raval","70-74",28,19
2016,1,"Ciutat Vella",2,"el Barri Gòtic","70-74",10,10
2016,1,"Ciutat Vella",3,"la Barceloneta","70-74",13,5
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","70-74",12,14
2016,2,"Eixample",5,"el Fort Pienc","70-74",24,20
2016,2,"Eixample",6,"la Sagrada Família","70-74",35,23
2016,2,"Eixample",7,"la Dreta de l'Eixample","70-74",34,44
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","70-74",22,18
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","70-74",31,37
2016,2,"Eixample",10,"Sant Antoni","70-74",11,18
2016,3,"Sants-Montjuïc",11,"el Poble Sec","70-74",14,20
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","70-74",0,0
2016,3,"Sants-Montjuïc",13,"la Marina de Port","70-74",15,19
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","70-74",6,1
2016,3,"Sants-Montjuïc",15,"Hostafrancs","70-74",12,16
2016,3,"Sants-Montjuïc",16,"la Bordeta","70-74",13,18
2016,3,"Sants-Montjuïc",17,"Sants - Badal","70-74",17,13
2016,3,"Sants-Montjuïc",18,"Sants","70-74",19,15
2016,4,"Les Corts",19,"les Corts","70-74",20,32
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","70-74",17,17
2016,4,"Les Corts",21,"Pedralbes","70-74",4,5
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","70-74",1,5
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","70-74",9,8
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","70-74",9,14
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","70-74",16,19
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","70-74",23,30
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","70-74",14,34
2016,6,"Gràcia",28,"Vallcarca i els Penitents","70-74",10,15
2016,6,"Gràcia",29,"el Coll","70-74",5,7
2016,6,"Gràcia",30,"la Salut","70-74",9,11
2016,6,"Gràcia",31,"la Vila de Gràcia","70-74",23,25
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","70-74",21,21
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","70-74",16,18
2016,7,"Horta-Guinardó",34,"Can Baró","70-74",7,4
2016,7,"Horta-Guinardó",35,"el Guinardó","70-74",13,12
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","70-74",2,4
2016,7,"Horta-Guinardó",37,"el Carmel","70-74",10,12
2016,7,"Horta-Guinardó",38,"la Teixonera","70-74",8,4
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","70-74",6,2
2016,7,"Horta-Guinardó",40,"Montbau","70-74",7,3
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","70-74",5,3
2016,7,"Horta-Guinardó",42,"la Clota","70-74",1,0
2016,7,"Horta-Guinardó",43,"Horta","70-74",5,12
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","70-74",11,13
2016,8,"Nou Barris",45,"Porta","70-74",11,11
2016,8,"Nou Barris",46,"el Turó de la Peira","70-74",9,10
2016,8,"Nou Barris",47,"Can Peguera","70-74",1,0
2016,8,"Nou Barris",48,"la Guineueta","70-74",8,4
2016,8,"Nou Barris",49,"Canyelles","70-74",2,2
2016,8,"Nou Barris",50,"les Roquetes","70-74",6,2
2016,8,"Nou Barris",51,"Verdun","70-74",7,5
2016,8,"Nou Barris",52,"la Prosperitat","70-74",14,15
2016,8,"Nou Barris",53,"la Trinitat Nova","70-74",2,4
2016,8,"Nou Barris",54,"Torre Baró","70-74",0,1
2016,8,"Nou Barris",55,"Ciutat Meridiana","70-74",5,7
2016,8,"Nou Barris",56,"Vallbona","70-74",1,1
2016,9,"Sant Andreu",57,"la Trinitat Vella","70-74",2,4
2016,9,"Sant Andreu",58,"Baró de Viver","70-74",0,0
2016,9,"Sant Andreu",59,"el Bon Pastor","70-74",5,7
2016,9,"Sant Andreu",60,"Sant Andreu","70-74",19,37
2016,9,"Sant Andreu",61,"la Sagrera","70-74",12,10
2016,9,"Sant Andreu",62,"el Congrés i els Indians","70-74",10,8
2016,9,"Sant Andreu",63,"Navas","70-74",11,19
2016,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","70-74",16,21
2016,10,"Sant Martí",65,"el Clot","70-74",17,16
2016,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","70-74",3,10
2016,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","70-74",3,1
2016,10,"Sant Martí",68,"el Poblenou","70-74",11,12
2016,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","70-74",9,7
2016,10,"Sant Martí",70,"el Besòs i el Maresme","70-74",11,6
2016,10,"Sant Martí",71,"Provençals del Poblenou","70-74",5,6
2016,10,"Sant Martí",72,"Sant Martí de Provençals","70-74",14,10
2016,10,"Sant Martí",73,"la Verneda i la Pau","70-74",12,22
2016,99,"No consta",99,"No consta","70-74",0,0
2016,1,"Ciutat Vella",1,"el Raval","75-79",10,13
2016,1,"Ciutat Vella",2,"el Barri Gòtic","75-79",5,5
2016,1,"Ciutat Vella",3,"la Barceloneta","75-79",2,6
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","75-79",7,6
2016,2,"Eixample",5,"el Fort Pienc","75-79",18,12
2016,2,"Eixample",6,"la Sagrada Família","75-79",14,15
2016,2,"Eixample",7,"la Dreta de l'Eixample","75-79",15,23
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","75-79",9,13
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample","75-79",22,30
2016,2,"Eixample",10,"Sant Antoni","75-79",12,14
2016,3,"Sants-Montjuïc",11,"el Poble Sec","75-79",11,19
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","75-79",0,1
2016,3,"Sants-Montjuïc",13,"la Marina de Port","75-79",11,10
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla","75-79",5,3
2016,3,"Sants-Montjuïc",15,"Hostafrancs","75-79",3,8
2016,3,"Sants-Montjuïc",16,"la Bordeta","75-79",1,8
2016,3,"Sants-Montjuïc",17,"Sants - Badal","75-79",15,14
2016,3,"Sants-Montjuïc",18,"Sants","75-79",17,19
2016,4,"Les Corts",19,"les Corts","75-79",14,19
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon","75-79",12,14
2016,4,"Les Corts",21,"Pedralbes","75-79",5,1
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","75-79",0,5
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià","75-79",9,12
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","75-79",2,4
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","75-79",14,20
2016,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","75-79",26,24
2016,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","75-79",13,11
2016,6,"Gràcia",28,"Vallcarca i els Penitents","75-79",3,7
2016,6,"Gràcia",29,"el Coll","75-79",3,5
2016,6,"Gràcia",30,"la Salut","75-79",11,9
2016,6,"Gràcia",31,"la Vila de Gràcia","75-79",17,19
2016,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","75-79",10,11
2016,7,"Horta-Guinardó",33,"el Baix Guinardó","75-79",9,17
2016,7,"Horta-Guinardó",34,"Can Baró","75-79",7,3
2016,7,"Horta-Guinardó",35,"el Guinardó","75-79",19,17
2016,7,"Horta-Guinardó",36,"la Font d'en Fargues","75-79",3,7
2016,7,"Horta-Guinardó",37,"el Carmel","75-79",4,11
2016,7,"Horta-Guinardó",38,"la Teixonera","75-79",6,7
2016,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","75-79",2,3
2016,7,"Horta-Guinardó",40,"Montbau","75-79",1,1
2016,7,"Horta-Guinardó",41,"la Vall d'Hebron","75-79",4,0
2016,7,"Horta-Guinardó",42,"la Clota","75-79",0,0
2016,7,"Horta-Guinardó",43,"Horta","75-79",12,9
2016,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","75-79",12,10
2016,8,"Nou Barris",45,"Porta","75-79",12,6
2016,8,"Nou Barris",46,"el Turó de la Peira","75-79",6,4
2016,8,"Nou Barris",47,"Can Peguera","75-79",3,1
2016,8,"Nou Barris",48,"la Guineueta","75-79",5,5
2016,8,"Nou Barris",49,"Canyelles","75-79",1,5
2016,8,"Nou Barris",50,"les Roquetes","75-79",5,8
2016,8,"Nou Barris",51,"Verdun","75-79",6,6
2016,8,"Nou Barris",52,"la Prosperitat","75-79",8,14
2016,8,"Nou Barris",53,"la Trinitat Nova","75-79",2,3
2016,8,"Nou Barris",54,"Torre Baró","75-79",0,0
2016,8,"Nou Barris",55,"Ciutat Meridiana","75-79",4,10
2016,8,"Nou Barris",56,"Vallbona","75-79",1,1
2016,9,"Sant Andreu",57,"la Trinitat Vella","75-79",3,4
2016,9,"Sant Andreu",58,"Baró de Viver","75-79",0,2
2016,9,"Sant Andreu",59,"el Bon Pastor","75-79",1,4
2016,9,"Sant Andreu",60,"Sant Andreu","75-79",35,24
2016,9,"Sant Andreu",61,"la Sagrera","75-79",9,12
